reference_id,reference_name,region,sector_id,establishment_year,n_original,w_original,s_original,n_current,w_current,s_current,total_drift,drift_rate_per_year,last_verified_date,status,stability_rating,monument_type,maintenance_history,notes
GPR-484,Outer-Territories Boundary Point A,Outer-Territories,OT-3,1839,190.698,-413.808,96.578,141.815,-414.92,117.449,53.163,2.658,1858-08-27,ACTIVE,0.699,STONE_PILLAR,4,
GPR-485,Outer-Territories Territorial Marker B,Outer-Territories,OT-1,1801,-239.192,176.928,34.943,-235.908,466.549,-41.643,299.594,5.165,1857-11-15,DEPRECATED,0.314,IRON_STAKE,6,"High drift rate of 5.17 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-486,Outer-Territories Boundary Point C,Outer-Territories,OT-5,1821,269.374,270.095,111.404,410.777,419.616,132.268,206.849,5.443,1858-05-15,DEPRECATED,0.331,BRONZE_DISC,2,High drift rate of 5.44 units/year exceeds Guild standards; Marked for decommissioning
GPR-487,Outer-Territories Boundary Point D,Outer-Territories,OT-2,1806,109.656,358.387,20.374,113.621,177.668,-83.281,208.373,3.932,1857-06-30,DEPRECATED,0.496,BRONZE_DISC,5,"Pre-Guild era monument, historical significance"
GPR-488,Outer-Territories Boundary Point E,Outer-Territories,OT-9,1831,-400.706,147.093,66.922,-330.303,134.795,58.414,71.973,2.57,1858-10-30,ACTIVE,0.623,BRONZE_DISC,3,
GPR-489,Outer-Territories Edge Monument F,Outer-Territories,OT-5,1832,-233.984,215.2,83.002,-317.363,298.138,87.858,117.704,4.359,1858-11-26,ACTIVE,0.662,STONE_PILLAR,3,
GPR-490,Outer-Territories Perimeter Stake G,Outer-Territories,OT-8,1854,182.199,443.74,88.516,202.626,445.369,68.315,28.775,5.755,1857-05-20,DEPRECATED,0.348,IRON_STAKE,0,High drift rate of 5.76 units/year exceeds Guild standards; Marked for decommissioning
GPR-491,Outer-Territories Perimeter Stake H,Outer-Territories,OT-1,1825,160.176,141.466,180.502,197.646,202.214,203.33,74.937,2.204,1858-10-17,ACTIVE,0.567,BRONZE_DISC,6,
GPR-492,Outer-Territories Border Pillar I,Outer-Territories,OT-6,1822,-220.219,27.792,184.09,-249.907,-134.89,196.345,165.821,4.482,1858-07-18,ACTIVE,0.662,STONE_PILLAR,7,
GPR-493,Outer-Territories Perimeter Stake J,Outer-Territories,OT-4,1819,37.433,-110.006,143.776,65.229,-54.617,-50.584,204.001,5.1,1857-08-20,DEPRECATED,0.418,STONE_PILLAR,3,High drift rate of 5.10 units/year exceeds Guild standards
GPR-494,Outer-Territories Frontier Marker K,Outer-Territories,OT-1,1850,-241.31,332.229,60.788,-240.629,362.157,82.822,37.17,4.13,1857-02-01,DEPRECATED,0.48,IRON_STAKE,0,
GPR-495,Outer-Territories Wilderness Datum L,Outer-Territories,OT-8,1819,-494.787,-161.02,47.219,-442.893,-24.505,186.356,201.713,5.043,1856-02-22,DEPRECATED,0.396,IRON_STAKE,3,High drift rate of 5.04 units/year exceeds Guild standards; Marked for decommissioning
GPR-496,Outer-Territories Border Pillar M,Outer-Territories,OT-5,1842,214.854,172.434,142.87,155.597,132.011,152.541,72.381,4.258,1858-09-30,ACTIVE,0.635,BRONZE_DISC,3,
GPR-497,Outer-Territories Perimeter Stake N,Outer-Territories,OT-7,1805,-75.113,-369.937,42.957,20.144,-422.325,58.841,109.868,2.035,1858-10-25,ACTIVE,0.66,STONE_PILLAR,9,"Pre-Guild era monument, historical significance"
GPR-498,Outer-Territories Boundary Point O,Outer-Territories,OT-8,1846,323.812,-355.654,25.425,255.637,-318.031,58.837,84.733,6.518,1849-08-19,LOST,0.222,WOODEN_POST,0,"Wooden monument shows decay, replacement recommended; High drift rate of 6.52 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-499,Outer-Territories Edge Monument P,Outer-Territories,OT-2,1838,-389.664,-130.414,57.918,-462.031,-167.345,46.035,82.111,3.91,1858-12-24,ACTIVE,0.562,CARVED_ROCK,3,
GPR-500,Outer-Territories Provincial Datum Q,Outer-Territories,OT-7,1803,-194.836,-216.518,36.615,-410.165,-195.96,-56.891,235.654,4.208,1858-08-30,ACTIVE,0.501,CARVED_ROCK,9,"Pre-Guild era monument, historical significance"
