journey_id,trader_id,journey_number,archetype_classification,classification_confidence,signature_vector,cluster_id,outlier_score,trajectory_position
JRN-00181-001,TRAV-00181,1,JRN-DO,0.852,"[0.008,0.373,0.296,0.257,0.259,0.452,0.859,0.615,0.768,0.303]",11,0.24,0.05
JRN-00153-002,TRAV-00153,2,JRN-LF,0.728,"[0.000,0.000,0.244,0.337,0.662,0.184,0.046,0.628,0.000,0.000]",1,0.175,0.1
JRN-00182-001,TRAV-00182,1,JRN-LF,0.734,"[0.322,0.272,0.000,0.217,0.953,0.377,0.353,0.688,0.186,0.127]",3,0.164,0.05
JRN-00183-001,TRAV-00183,1,JRN-LF,0.683,"[0.005,0.210,0.128,0.490,0.887,0.406,0.000,0.882,0.260,0.159]",1,0.224,0.05
JRN-00184-001,TRAV-00184,1,JRN-LF,0.85,"[0.354,0.253,0.263,0.183,0.967,0.078,0.024,0.777,0.346,0.152]",2,0.044,0.05
JRN-00073-003,TRAV-00073,3,JRN-WH,0.876,"[0.465,0.481,0.371,0.322,0.192,0.612,0.450,0.565,0.623,0.388]",4,0.193,0.15
JRN-00185-001,TRAV-00185,1,JRN-DO,0.698,"[0.184,0.058,0.234,0.022,0.000,0.674,0.666,0.843,0.543,0.155]",10,0.367,0.05
JRN-00186-001,TRAV-00186,1,JRN-LF,0.877,"[0.000,0.319,0.000,0.035,1.000,0.086,0.022,0.787,0.032,0.434]",2,0,0.05
JRN-00008-002,TRAV-00008,2,JRN-UN,0.256,"[0.257,0.410,0.148,0.543,0.280,0.530,0.556,0.732,0.267,0.744]",20,0.627,0.1
JRN-00187-001,TRAV-00187,1,JRN-HA,0.676,"[0.905,0.743,1.000,0.758,0.664,0.652,0.475,0.373,0.333,0.764]",13,0.134,0.05
JRN-00188-001,TRAV-00188,1,JRN-LF,0.718,"[0.413,0.154,0.003,0.192,0.740,0.000,0.053,0.828,0.217,0.165]",1,0.139,0.05
JRN-00189-001,TRAV-00189,1,JRN-UN,0.326,"[0.127,0.375,0.177,0.791,0.634,0.436,0.204,0.483,0.474,0.771]",19,0.417,0.05
JRN-00190-001,TRAV-00190,1,JRN-LF,0.668,"[0.267,0.000,0.000,0.129,0.867,0.131,0.093,0.751,0.200,0.069]",2,0.145,0.05
JRN-00191-001,TRAV-00191,1,JRN-LF,0.84,"[0.161,0.137,0.056,0.380,0.910,0.381,0.001,0.716,0.062,0.000]",1,0,0.05
JRN-00192-001,TRAV-00192,1,JRN-DO,0.609,"[0.025,0.091,0.335,0.108,0.018,0.467,0.729,1.000,0.698,0.279]",9,0.149,0.05
JRN-00193-001,TRAV-00193,1,JRN-DO,0.771,"[0.167,0.147,0.000,0.224,0.383,0.565,0.722,0.911,0.788,0.131]",10,0.055,0.05
JRN-00194-001,TRAV-00194,1,JRN-LF,0.879,"[0.090,0.250,0.107,0.240,0.629,0.000,0.037,0.698,0.000,0.054]",2,0.139,0.05
JRN-00195-001,TRAV-00195,1,JRN-WH,0.853,"[0.556,0.550,0.258,0.284,0.418,0.610,0.596,0.446,0.518,0.512]",7,0.097,0.05
JRN-00196-001,TRAV-00196,1,JRN-DO,0.877,"[0.000,0.180,0.119,0.148,0.118,0.587,0.846,0.820,0.987,0.610]",9,0,0.05
JRN-00197-001,TRAV-00197,1,JRN-WH,0.801,"[0.814,0.663,0.564,0.726,0.624,0.205,0.603,0.374,0.453,0.636]",8,0.061,0.05
JRN-00198-001,TRAV-00198,1,JRN-LF,0.838,"[0.311,0.310,0.184,0.000,1.000,0.140,0.105,1.000,0.049,0.000]",3,0.139,0.05
JRN-00096-002,TRAV-00096,2,JRN-HA,0.786,"[1.000,0.668,0.803,0.567,0.933,0.716,0.618,0.425,0.090,0.887]",12,0.533,0.1
JRN-00199-001,TRAV-00199,1,JRN-LF,0.753,"[0.208,0.298,0.128,0.264,1.000,0.321,0.141,0.666,0.164,0.303]",2,0.172,0.05
JRN-00200-001,TRAV-00200,1,JRN-UN,0.484,"[0.406,0.363,0.376,0.459,0.182,0.607,0.295,0.449,0.515,0.594]",20,0.575,0.05
JRN-00201-001,TRAV-00201,1,JRN-DO,0.719,"[0.149,0.076,0.580,0.000,0.196,0.724,1.000,0.856,1.000,0.116]",11,0.563,0.05
JRN-00147-002,TRAV-00147,2,JRN-WH,0.885,"[0.487,0.613,0.352,0.289,0.628,0.510,0.348,0.258,0.594,0.367]",4,0,0.1
JRN-00202-001,TRAV-00202,1,JRN-WH,0.924,"[0.562,0.334,0.607,0.781,0.653,0.148,0.382,0.392,0.542,0.527]",7,0.025,0.05
JRN-00162-002,TRAV-00162,2,JRN-LF,0.885,"[0.124,0.417,0.172,0.363,0.778,0.248,0.000,0.764,0.645,0.000]",2,0.342,0.1
JRN-00203-001,TRAV-00203,1,JRN-DO,0.613,"[0.229,0.065,0.249,0.000,0.162,0.711,0.933,0.707,1.000,0.014]",10,0.272,0.05
JRN-00084-002,TRAV-00084,2,JRN-DO,0.701,"[0.316,0.013,0.317,0.056,0.241,0.728,0.778,0.983,0.740,0.161]",9,0.243,0.1
JRN-00204-001,TRAV-00204,1,JRN-DO,0.763,"[0.032,0.236,0.146,0.000,0.000,0.849,1.000,0.679,0.499,0.652]",11,0.12,0.05
JRN-00205-001,TRAV-00205,1,JRN-DO,0.754,"[0.126,0.082,0.394,0.000,0.000,0.563,0.670,0.883,0.866,0.385]",9,0.115,0.05
JRN-00206-001,TRAV-00206,1,JRN-LF,0.735,"[0.337,0.143,0.000,0.349,0.859,0.369,0.192,0.926,0.266,0.000]",2,0.157,0.05
JRN-00033-002,TRAV-00033,2,JRN-UN,0.286,"[0.298,0.303,0.089,0.435,0.359,0.563,0.151,0.597,0.504,0.641]",16,0.665,0.1
JRN-00031-002,TRAV-00031,2,JRN-WH,0.91,"[0.320,0.496,0.422,0.656,0.534,0.333,0.077,0.703,0.723,0.783]",6,0,0.1
JRN-00179-002,TRAV-00179,2,JRN-WH,0.901,"[0.355,0.739,0.394,0.676,0.687,0.650,0.802,0.651,0.814,0.398]",7,0.094,0.1
JRN-00207-001,TRAV-00207,1,JRN-HA,0.77,"[0.640,0.976,1.000,0.580,0.720,0.513,0.382,0.234,0.367,0.393]",12,0.223,0.05
JRN-00127-002,TRAV-00127,2,JRN-WH,0.876,"[0.246,0.361,0.381,0.559,0.461,0.585,0.671,0.715,0.456,0.051]",5,0.027,0.1
JRN-00208-001,TRAV-00208,1,JRN-LF,0.744,"[0.151,0.288,0.181,0.000,1.000,0.120,0.425,1.000,0.182,0.298]",1,0.082,0.05
JRN-00142-002,TRAV-00142,2,JRN-UN,0.464,"[0.365,0.475,0.444,0.482,0.459,0.663,0.363,0.371,0.328,0.857]",18,0.486,0.1
JRN-00209-001,TRAV-00209,1,JRN-LF,0.68,"[0.000,0.050,0.155,0.175,1.000,0.443,0.089,0.904,0.294,0.334]",3,0.235,0.05
JRN-00041-002,TRAV-00041,2,JRN-WH,0.827,"[0.472,0.448,0.380,0.207,0.567,0.516,0.449,0.325,0.570,0.678]",4,0.233,0.1
JRN-00151-002,TRAV-00151,2,JRN-WH,0.94,"[0.434,0.492,0.586,0.595,0.275,0.480,0.598,0.762,0.241,0.656]",4,0,0.1
JRN-00210-001,TRAV-00210,1,JRN-WH,0.884,"[0.722,0.555,0.340,0.362,0.513,0.638,0.134,0.429,0.707,0.300]",6,0.043,0.05
JRN-00211-001,TRAV-00211,1,JRN-DO,0.752,"[0.048,0.160,0.242,0.284,0.000,0.608,1.000,0.799,0.997,0.325]",10,0.274,0.05
JRN-00212-001,TRAV-00212,1,JRN-LF,0.757,"[0.126,0.029,0.159,0.036,0.807,0.258,0.055,0.973,0.402,0.000]",1,0.068,0.05
JRN-00213-001,TRAV-00213,1,JRN-WH,0.918,"[0.449,0.234,0.697,0.472,0.741,0.352,0.734,0.445,0.644,0.419]",5,0.073,0.05
JRN-00214-001,TRAV-00214,1,JRN-LF,0.911,"[0.229,0.336,0.129,0.190,0.711,0.380,0.030,0.921,0.205,0.046]",1,0.056,0.05
JRN-00041-003,TRAV-00041,3,JRN-UN,0.338,"[0.383,0.478,0.386,0.491,0.510,0.393,0.263,0.789,0.425,0.506]",19,0.378,0.15
JRN-00215-001,TRAV-00215,1,JRN-WH,0.807,"[0.710,0.532,0.485,0.464,0.500,0.225,0.391,0.605,0.628,0.221]",4,0.205,0.05
JRN-00216-001,TRAV-00216,1,JRN-HA,0.556,"[0.882,0.632,0.847,0.676,0.535,0.670,0.692,0.349,0.423,0.667]",13,0.348,0.05
JRN-00217-001,TRAV-00217,1,JRN-LF,0.912,"[0.000,0.311,0.127,0.351,0.878,0.321,0.048,0.629,0.000,0.419]",3,0.074,0.05
JRN-00218-001,TRAV-00218,1,JRN-LF,0.71,"[0.190,0.113,0.166,0.068,1.000,0.116,0.000,0.950,0.000,0.175]",2,0.184,0.05
JRN-00219-001,TRAV-00219,1,JRN-LF,0.759,"[0.000,0.158,0.103,0.148,0.746,0.206,0.083,0.516,0.423,0.152]",3,0.141,0.05
JRN-00220-001,TRAV-00220,1,JRN-HA,0.788,"[0.809,0.320,0.900,0.715,0.966,0.410,0.520,0.384,0.057,0.839]",12,0.3,0.05
JRN-00221-001,TRAV-00221,1,JRN-HA,0.599,"[0.881,0.839,0.942,0.693,0.718,0.642,0.557,0.236,0.299,0.511]",13,0.4,0.05
JRN-00222-001,TRAV-00222,1,JRN-HA,0.814,"[0.804,0.495,0.871,0.550,0.957,0.715,0.642,0.458,0.499,0.660]",13,0.232,0.05
JRN-00223-001,TRAV-00223,1,JRN-LF,0.739,"[0.222,0.404,0.000,0.221,0.973,0.353,0.116,0.799,0.170,0.005]",1,0.063,0.05
JRN-00120-002,TRAV-00120,2,JRN-DO,0.619,"[0.168,0.086,0.221,0.143,0.215,0.834,0.717,0.881,0.658,0.237]",11,0,0.1
JRN-00224-001,TRAV-00224,1,JRN-DO,0.622,"[0.284,0.163,0.284,0.274,0.228,0.830,0.710,0.784,0.539,0.065]",11,0.169,0.05
JRN-00225-001,TRAV-00225,1,JRN-DO,0.733,"[0.468,0.209,0.202,0.172,0.438,0.637,0.745,0.897,0.801,0.550]",9,0.324,0.05
JRN-00226-001,TRAV-00226,1,JRN-WH,0.893,"[0.418,0.740,0.509,0.650,0.535,0.268,0.324,0.726,0.475,0.555]",8,0.237,0.05
JRN-00227-001,TRAV-00227,1,JRN-UN,0.449,"[0.087,0.338,0.235,0.655,0.179,0.350,0.243,0.480,0.428,0.388]",20,0.584,0.05
JRN-00228-001,TRAV-00228,1,JRN-WH,0.885,"[0.430,0.563,0.500,0.478,0.329,0.565,0.629,0.505,0.619,0.580]",6,0.084,0.05
JRN-00166-002,TRAV-00166,2,JRN-WH,0.861,"[0.500,0.734,0.494,0.492,0.551,0.466,0.484,0.466,0.334,0.371]",5,0.031,0.1
JRN-00229-001,TRAV-00229,1,JRN-UN,0.463,"[0.435,0.509,0.368,0.547,0.374,0.198,0.406,0.615,0.429,0.458]",20,0.479,0.05
JRN-00230-001,TRAV-00230,1,JRN-LF,0.88,"[0.000,0.089,0.294,0.459,0.711,0.414,0.484,0.775,0.059,0.321]",2,0.163,0.05
JRN-00231-001,TRAV-00231,1,JRN-DO,0.618,"[0.271,0.194,0.221,0.140,0.000,0.556,0.621,1.000,0.995,0.000]",10,0.186,0.05
JRN-00232-001,TRAV-00232,1,JRN-DO,0.795,"[0.338,0.385,0.376,0.126,0.158,0.613,0.992,0.991,0.812,0.413]",10,0.209,0.05
JRN-00186-002,TRAV-00186,2,JRN-UN,0.308,"[0.396,0.254,0.246,0.736,0.372,0.618,0.158,0.438,0.461,0.397]",16,0.537,0.1
JRN-00233-001,TRAV-00233,1,JRN-LF,0.782,"[0.212,0.075,0.275,0.000,0.966,0.220,0.064,0.875,0.072,0.000]",3,0.134,0.05
JRN-00234-001,TRAV-00234,1,JRN-DO,0.791,"[0.261,0.324,0.000,0.093,0.118,0.637,0.817,0.785,0.763,0.208]",9,0.06,0.05
JRN-00235-001,TRAV-00235,1,JRN-WH,0.835,"[0.477,0.324,0.229,0.469,0.563,0.296,0.750,0.592,0.643,0.332]",5,0.285,0.05
JRN-00236-001,TRAV-00236,1,JRN-LF,0.776,"[0.102,0.039,0.000,0.065,0.817,0.000,0.000,0.819,0.166,0.000]",2,0.113,0.05
JRN-00237-001,TRAV-00237,1,JRN-UN,0.467,"[0.286,0.623,0.399,0.576,0.595,0.425,0.250,0.564,0.510,0.310]",19,0.412,0.05
JRN-00146-003,TRAV-00146,3,JRN-HA,0.589,"[0.812,0.652,1.000,0.843,0.887,0.707,0.368,0.501,0.246,0.616]",12,0.337,0.15
JRN-00053-002,TRAV-00053,2,JRN-WH,0.903,"[0.558,0.384,0.234,0.380,0.621,0.405,0.640,0.410,0.286,0.690]",7,0.023,0.1
JRN-00238-001,TRAV-00238,1,JRN-HA,0.579,"[0.654,1.000,0.792,0.779,0.753,0.820,0.641,0.255,0.165,0.671]",14,0.342,0.05
JRN-00156-002,TRAV-00156,2,JRN-LF,0.713,"[0.000,0.051,0.336,0.008,0.740,0.386,0.000,0.863,0.274,0.139]",2,0.254,0.1
JRN-00239-001,TRAV-00239,1,JRN-LF,0.691,"[0.000,0.382,0.469,0.282,0.821,0.242,0.000,0.541,0.139,0.114]",3,0.134,0.05
JRN-00240-001,TRAV-00240,1,JRN-UN,0.256,"[0.182,0.368,0.233,0.434,0.449,0.647,0.262,0.517,0.274,0.488]",19,0.642,0.05
JRN-00241-001,TRAV-00241,1,JRN-UN,0.376,"[0.332,0.219,0.372,0.587,0.468,0.642,0.318,0.197,0.416,0.509]",20,0.444,0.05
JRN-00242-001,TRAV-00242,1,JRN-HA,0.686,"[0.747,0.658,0.909,0.812,0.677,0.793,0.563,0.292,0.416,0.584]",12,0.198,0.05
JRN-00243-001,TRAV-00243,1,JRN-LF,0.746,"[0.000,0.241,0.171,0.216,0.879,0.017,0.026,0.857,0.124,0.083]",1,0.079,0.05
JRN-00118-002,TRAV-00118,2,JRN-DO,0.668,"[0.082,0.061,0.182,0.081,0.137,0.514,0.647,0.926,0.736,0.000]",10,0.187,0.1
JRN-00244-001,TRAV-00244,1,JRN-HA,0.677,"[0.900,0.927,0.856,0.457,1.000,0.758,0.760,0.342,0.000,0.490]",14,0.155,0.05
JRN-00205-002,TRAV-00205,2,JRN-LF,0.805,"[0.074,0.211,0.000,0.195,0.640,0.162,0.321,0.540,0.000,0.048]",2,0.078,0.1
JRN-00201-002,TRAV-00201,2,JRN-WH,0.802,"[0.242,0.562,0.455,0.449,0.537,0.733,0.537,0.703,0.472,0.296]",7,0,0.1
JRN-00245-001,TRAV-00245,1,JRN-WH,0.938,"[0.388,0.427,0.610,0.538,0.423,0.608,0.360,0.410,0.482,0.383]",8,0.165,0.05
JRN-00246-001,TRAV-00246,1,JRN-DO,0.757,"[0.416,0.224,0.074,0.076,0.101,0.536,0.714,0.918,0.619,0.093]",11,0,0.05
JRN-00073-004,TRAV-00073,4,JRN-WH,0.863,"[0.707,0.368,0.632,0.236,0.753,0.607,0.605,0.517,0.571,0.427]",7,0.294,0.2
JRN-00247-001,TRAV-00247,1,JRN-WH,0.817,"[0.440,0.629,0.746,0.692,0.746,0.437,0.423,0.669,0.269,0.686]",7,0.104,0.05
JRN-00248-001,TRAV-00248,1,JRN-LF,0.886,"[0.000,0.156,0.280,0.116,1.000,0.353,0.389,0.638,0.346,0.252]",3,0.133,0.05
JRN-00058-002,TRAV-00058,2,JRN-LF,0.817,"[0.000,0.057,0.225,0.155,0.900,0.395,0.036,0.812,0.030,0.280]",3,0.058,0.1
JRN-00234-002,TRAV-00234,2,JRN-LF,0.75,"[0.215,0.360,0.415,0.317,0.837,0.115,0.407,0.845,0.361,0.106]",1,0.286,0.1
JRN-00249-001,TRAV-00249,1,JRN-UN,0.375,"[0.495,0.230,0.528,0.364,0.408,0.740,0.526,0.606,0.337,0.361]",19,0.699,0.05
JRN-00107-002,TRAV-00107,2,JRN-UN,0.509,"[0.392,0.688,0.479,0.488,0.252,0.670,0.326,0.481,0.277,0.276]",15,0.611,0.1
JRN-00250-001,TRAV-00250,1,JRN-HA,0.703,"[0.730,0.733,0.971,0.793,0.914,0.376,0.570,0.459,0.183,0.771]",12,0.369,0.05
JRN-00165-002,TRAV-00165,2,JRN-DO,0.728,"[0.101,0.104,0.000,0.000,0.292,0.620,0.943,0.894,0.920,0.280]",11,0.212,0.1
JRN-00057-003,TRAV-00057,3,JRN-UN,0.397,"[0.317,0.723,0.183,0.547,0.348,0.282,0.453,0.724,0.542,0.648]",18,0.497,0.15
JRN-00251-001,TRAV-00251,1,JRN-DO,0.642,"[0.308,0.086,0.439,0.086,0.000,0.527,0.916,0.966,0.921,0.364]",10,0.362,0.05
JRN-00252-001,TRAV-00252,1,JRN-WH,0.937,"[0.618,0.375,0.354,0.515,0.473,0.452,0.516,0.601,0.621,0.666]",4,0.045,0.05
JRN-00253-001,TRAV-00253,1,JRN-UN,0.517,"[0.286,0.698,0.153,0.575,0.429,0.241,0.036,0.381,0.394,0.782]",19,0.454,0.05
JRN-00254-001,TRAV-00254,1,JRN-UN,0.22,"[0.401,0.615,0.285,0.371,0.334,0.409,0.239,0.346,0.599,0.551]",19,0.472,0.05
JRN-00255-001,TRAV-00255,1,JRN-UN,0.517,"[0.644,0.447,0.292,0.628,0.597,0.354,0.218,0.245,0.340,0.411]",16,0.629,0.05
JRN-00256-001,TRAV-00256,1,JRN-WH,0.861,"[0.399,0.473,0.306,0.516,0.240,0.354,0.739,0.702,0.517,0.403]",8,0.111,0.05
JRN-00209-002,TRAV-00209,2,JRN-DO,0.738,"[0.000,0.018,0.352,0.055,0.311,0.684,0.984,0.778,0.990,0.000]",9,0.197,0.1
JRN-00257-001,TRAV-00257,1,JRN-UN,0.371,"[0.540,0.389,0.206,0.602,0.415,0.276,0.547,0.667,0.275,0.691]",16,0.517,0.05
JRN-00158-002,TRAV-00158,2,JRN-WH,0.834,"[0.567,0.276,0.540,0.593,0.455,0.437,0.383,0.554,0.641,0.542]",5,0.152,0.1
JRN-00258-001,TRAV-00258,1,JRN-DO,0.733,"[0.222,0.000,0.355,0.031,0.179,0.600,0.883,1.000,0.649,0.397]",10,0.154,0.05
JRN-00259-001,TRAV-00259,1,JRN-LF,0.904,"[0.280,0.337,0.073,0.339,0.517,0.203,0.070,0.771,0.102,0.074]",2,0.068,0.05
JRN-00219-002,TRAV-00219,2,JRN-UN,0.314,"[0.461,0.301,0.188,0.644,0.479,0.540,0.239,0.148,0.092,0.296]",15,0.519,0.1
JRN-00260-001,TRAV-00260,1,JRN-HA,0.625,"[0.654,0.747,0.919,0.597,0.956,0.486,0.546,0.095,0.354,1.000]",14,0.473,0.05
JRN-00261-001,TRAV-00261,1,JRN-LF,0.691,"[0.000,0.114,0.000,0.251,0.689,0.136,0.000,0.704,0.169,0.023]",1,0.257,0.05
JRN-00262-001,TRAV-00262,1,JRN-UN,0.326,"[0.231,0.498,0.196,0.553,0.497,0.435,0.376,0.614,0.379,0.223]",16,0.359,0.05
JRN-00211-002,TRAV-00211,2,JRN-WH,0.917,"[0.526,0.454,0.645,0.491,0.047,0.301,0.795,0.424,0.413,0.665]",6,0,0.1
JRN-00263-001,TRAV-00263,1,JRN-DO,0.873,"[0.104,0.000,0.147,0.137,0.047,0.882,0.704,1.000,0.789,0.217]",10,0.094,0.05
JRN-00264-001,TRAV-00264,1,JRN-UN,0.548,"[0.366,0.453,0.218,0.491,0.173,0.460,0.368,0.356,0.594,0.526]",15,0.429,0.05
JRN-00166-003,TRAV-00166,3,JRN-WH,0.824,"[0.395,0.279,0.370,0.286,0.456,0.586,0.765,0.783,0.357,0.457]",5,0,0.15
JRN-00265-001,TRAV-00265,1,JRN-LF,0.699,"[0.000,0.125,0.176,0.219,0.867,0.246,0.337,0.550,0.145,0.016]",1,0.079,0.05
JRN-00266-001,TRAV-00266,1,JRN-LF,0.746,"[0.155,0.459,0.000,0.461,1.000,0.498,0.148,0.862,0.119,0.254]",1,0.183,0.05
JRN-00195-002,TRAV-00195,2,JRN-DO,0.635,"[0.003,0.092,0.111,0.091,0.189,1.000,0.792,0.759,0.955,0.195]",9,0.379,0.1
JRN-00267-001,TRAV-00267,1,JRN-LF,0.68,"[0.075,0.346,0.115,0.000,1.000,0.315,0.183,0.780,0.251,0.305]",1,0.102,0.05
JRN-00268-001,TRAV-00268,1,JRN-LF,0.824,"[0.119,0.181,0.337,0.146,0.937,0.173,0.154,0.723,0.381,0.111]",1,0.093,0.05
JRN-00108-002,TRAV-00108,2,JRN-UN,0.431,"[0.161,0.294,0.112,0.519,0.445,0.415,0.290,0.581,0.192,0.274]",16,0.671,0.1
JRN-00105-002,TRAV-00105,2,JRN-WH,0.886,"[0.474,0.475,0.536,0.506,0.260,0.545,0.595,0.621,0.253,0.438]",8,0.122,0.1
JRN-00269-001,TRAV-00269,1,JRN-LF,0.763,"[0.160,0.330,0.211,0.494,0.869,0.122,0.082,0.630,0.071,0.036]",2,0.254,0.05
JRN-00188-002,TRAV-00188,2,JRN-UN,0.434,"[0.153,0.535,0.359,0.521,0.415,0.578,0.400,0.462,0.458,0.533]",18,0.472,0.1
JRN-00129-003,TRAV-00129,3,JRN-WH,0.892,"[0.703,0.459,0.338,0.348,0.402,0.618,0.491,0.608,0.421,0.441]",4,0.14,0.15
JRN-00270-001,TRAV-00270,1,JRN-HA,0.74,"[0.825,0.697,0.711,0.487,0.812,0.750,0.671,0.413,0.361,0.625]",14,0.09,0.05
JRN-00271-001,TRAV-00271,1,JRN-LF,0.769,"[0.363,0.099,0.000,0.000,1.000,0.253,0.226,0.979,0.014,0.035]",2,0.162,0.05
JRN-00272-001,TRAV-00272,1,JRN-LF,0.861,"[0.000,0.000,0.176,0.277,0.830,0.219,0.000,0.761,0.290,0.008]",2,0,0.05
JRN-00273-001,TRAV-00273,1,JRN-UN,0.264,"[0.283,0.597,0.570,0.605,0.427,0.485,0.161,0.431,0.349,0.617]",19,0.406,0.05
JRN-00274-001,TRAV-00274,1,JRN-LF,0.906,"[0.144,0.276,0.010,0.007,0.968,0.117,0.316,0.700,0.000,0.005]",2,0.201,0.05
JRN-00275-001,TRAV-00275,1,JRN-UN,0.304,"[0.306,0.813,0.244,0.520,0.416,0.504,0.298,0.498,0.591,0.372]",19,0.71,0.05
JRN-00276-001,TRAV-00276,1,JRN-LF,0.854,"[0.273,0.419,0.125,0.000,1.000,0.166,0.149,0.589,0.124,0.162]",2,0.382,0.05
JRN-00206-002,TRAV-00206,2,JRN-LF,0.85,"[0.265,0.223,0.180,0.179,1.000,0.081,0.000,0.545,0.161,0.011]",2,0.108,0.1
JRN-00064-003,TRAV-00064,3,JRN-WH,0.884,"[0.877,0.678,0.616,0.427,0.438,0.942,0.268,0.714,0.628,0.609]",8,0.177,0.15
JRN-00277-001,TRAV-00277,1,JRN-WH,0.829,"[0.706,0.916,0.814,0.338,0.377,0.303,0.730,0.354,0.254,0.653]",4,0.076,0.05
JRN-00278-001,TRAV-00278,1,JRN-LF,0.845,"[0.277,0.079,0.000,0.396,0.899,0.341,0.336,0.819,0.002,0.118]",1,0.026,0.05
JRN-00250-002,TRAV-00250,2,JRN-DO,0.834,"[0.080,0.000,0.012,0.078,0.062,0.923,0.979,0.857,0.747,0.524]",9,0.347,0.1
JRN-00279-001,TRAV-00279,1,JRN-DO,0.853,"[0.295,0.000,0.410,0.154,0.000,0.761,0.827,0.869,0.582,0.361]",11,0.226,0.05
JRN-00093-002,TRAV-00093,2,JRN-LF,0.905,"[0.000,0.159,0.249,0.363,0.929,0.309,0.011,0.743,0.072,0.218]",1,0.133,0.1
JRN-00280-001,TRAV-00280,1,JRN-DO,0.778,"[0.265,0.349,0.074,0.061,0.000,0.781,0.916,0.635,0.884,0.094]",11,0.024,0.05
JRN-00281-001,TRAV-00281,1,JRN-LF,0.733,"[0.035,0.117,0.000,0.104,0.902,0.113,0.179,0.763,0.066,0.210]",1,0,0.05
JRN-00282-001,TRAV-00282,1,JRN-LF,0.68,"[0.296,0.074,0.000,0.106,0.753,0.164,0.067,0.706,0.371,0.209]",3,0.085,0.05
JRN-00283-001,TRAV-00283,1,JRN-DO,0.711,"[0.266,0.398,0.427,0.224,0.000,0.647,0.988,1.000,1.000,0.160]",11,0.21,0.05
JRN-00141-002,TRAV-00141,2,JRN-LF,0.711,"[0.103,0.307,0.037,0.116,1.000,0.209,0.305,0.827,0.281,0.000]",3,0.215,0.1
JRN-00266-002,TRAV-00266,2,JRN-DO,0.776,"[0.199,0.095,0.000,0.369,0.069,0.688,0.944,1.000,0.593,0.140]",11,0.285,0.1
JRN-00127-003,TRAV-00127,3,JRN-UN,0.403,"[0.661,0.469,0.130,0.592,0.294,0.751,0.110,0.354,0.356,0.289]",19,0.531,0.15
JRN-00028-002,TRAV-00028,2,JRN-WH,0.854,"[0.404,0.956,0.696,0.662,0.523,0.313,0.242,0.268,0.534,0.629]",6,0.136,0.1
JRN-00284-001,TRAV-00284,1,JRN-UN,0.455,"[0.169,0.607,0.401,0.712,0.332,0.390,0.258,0.379,0.429,0.767]",19,0.553,0.05
JRN-00285-001,TRAV-00285,1,JRN-DO,0.688,"[0.172,0.149,0.191,0.106,0.000,0.709,0.743,1.000,0.860,0.252]",11,0.256,0.05
JRN-00286-001,TRAV-00286,1,JRN-UN,0.493,"[0.296,0.359,0.347,0.644,0.585,0.435,0.441,0.453,0.206,0.627]",16,0.536,0.05
JRN-00287-001,TRAV-00287,1,JRN-LF,0.766,"[0.022,0.104,0.100,0.112,0.962,0.412,0.081,0.666,0.412,0.070]",3,0.147,0.05
JRN-00286-002,TRAV-00286,2,JRN-LF,0.751,"[0.535,0.205,0.233,0.211,0.807,0.452,0.000,0.740,0.284,0.139]",3,0.104,0.1
JRN-00177-002,TRAV-00177,2,JRN-LF,0.834,"[0.035,0.041,0.000,0.382,0.752,0.268,0.036,0.965,0.423,0.141]",3,0.155,0.1
JRN-00288-001,TRAV-00288,1,JRN-HA,0.586,"[0.866,0.672,0.818,0.517,0.834,0.660,0.530,0.482,0.197,0.611]",13,0.464,0.05
JRN-00289-001,TRAV-00289,1,JRN-WH,0.8,"[0.418,0.603,0.545,0.740,0.796,0.234,0.515,0.550,0.513,0.671]",8,0.087,0.05
JRN-00267-002,TRAV-00267,2,JRN-LF,0.827,"[0.000,0.110,0.000,0.166,0.824,0.104,0.268,0.992,0.144,0.303]",2,0.112,0.1
JRN-00054-002,TRAV-00054,2,JRN-WH,0.862,"[0.525,0.339,0.939,0.533,0.245,0.442,0.326,0.851,0.594,0.430]",8,0.225,0.1
JRN-00290-001,TRAV-00290,1,JRN-DO,0.807,"[0.585,0.168,0.095,0.192,0.000,0.634,0.736,0.754,0.509,0.185]",11,0.093,0.05
JRN-00291-001,TRAV-00291,1,JRN-LF,0.906,"[0.269,0.186,0.043,0.229,0.998,0.183,0.079,0.890,0.152,0.000]",1,0,0.05
JRN-00292-001,TRAV-00292,1,JRN-DO,0.856,"[0.640,0.057,0.267,0.000,0.124,0.661,0.871,0.988,0.648,0.000]",10,0.133,0.05
JRN-00293-001,TRAV-00293,1,JRN-LF,0.904,"[0.000,0.182,0.112,0.265,0.769,0.253,0.019,0.821,0.087,0.330]",1,0.16,0.05
JRN-00294-001,TRAV-00294,1,JRN-WH,0.893,"[0.567,0.532,0.644,0.723,0.670,0.576,0.622,0.714,0.728,0.434]",7,0.082,0.05
JRN-00295-001,TRAV-00295,1,JRN-LF,0.855,"[0.220,0.338,0.000,0.382,0.841,0.122,0.101,0.969,0.195,0.184]",2,0.196,0.05
JRN-00035-002,TRAV-00035,2,JRN-WH,0.885,"[0.488,0.338,0.527,0.280,0.094,0.491,0.528,0.261,0.524,0.507]",5,0,0.1
