event_id,type,date,location,actors,parent,depth,details,notes,source_type,confidence
EV-799-003,anomaly_observed,799-04-18,focal_meadow,"[""nelphl""]",,0,"{""title"": ""Translucent Trees Vanish"", ""description"": ""Nelphl returns with instruments. Trees replaced\nby crater with orange focal dot."", ""period"": ""historical""}",Imported from HIST-003,ore,1.0
EV-799-004,anomaly_observed,799-04-25,focal_meadow,"[""nelphl"", ""bincher""]",,0,"{""title"": ""Nelphl Immobilized"", ""description"": ""Nelphl immobilized at crater edge. Rescued by Bincher\nafter 3 hours."", ""period"": ""historical""}",Imported from HIST-004,ore,1.0
EV-799-001,death,799-05-20,focal_meadow,"[""nelphl"", ""bincher""]",,0,"{""death_type"": ""disappearance"", ""cause"": ""integration_with_phenomenon"", ""prior_observations"": 3, ""progression"": ""translucent_matter \u2192 absence \u2192 attraction \u2192 terminal"", ""final_act"": ""walked_to_crater_and_jumped""}",Nelphl's terminal observation. First documented case of observer integration. Her progression from curiosity through obsession to dissolution becomes paradigmatic. Rescued once by Bincher before final event.,course,1.0
EV-799-005,disappearance,799-05-20,focal_meadow,"[""nelphl""]",,0,"{""title"": ""Nelphl Disappears"", ""description"": ""Nelphl walks to crater and jumps in. Not seen again."", ""period"": ""historical""}",Imported from HIST-005,ore,1.0
EV-812-001,manuscript_written,812-04-18,capital.university,[],,0,"{""title"": ""On Vectors and Their Dual Nature"", ""genre"": ""mathematical_primer"", ""content"": ""Foundation of linear algebra as used in both traditions"", ""application"": ""Vectors underpin both retrieval (similarity) and geometric (movement) frameworks""}",The mathematical bridge: both traditions use vectors but interpret them differently. Retrieval sees lookup; geometry sees movement.,course,1.0
EV-812-002,archive_accession,812-05-30,capital.university,[],EV-812-001,1,{},,cascade,1.0
EV-815-001,manuscript_written,815-07-22,capital.university,[],,0,"{""title"": ""Gradients and the Compass of Change"", ""genre"": ""mathematical_primer"", ""content"": ""Derivatives, gradients, and their interpretation as direction in space"", ""key_insight"": ""Gradient points toward steepest ascent""}",Essential for understanding the geometric tradition's emphasis on movement and navigation through mathematical space.,course,1.0
EV-815-002,archive_accession,815-10-04,capital.university,[],EV-815-001,1,{},,cascade,1.0
EV-820-001,expedition_launch,820-03-01,mirado_sticks,"[""the_colonel""]",,0,"{""expedition_name"": ""Siege of Mirado"", ""expedition_type"": ""military_siege"", ""target"": ""tower_of_mirado"", ""status"": ""ongoing"", ""duration_projected"": ""indefinite""}",The Colonel begins the siege as a young man. Tutorial 5 references 'Year 20 of the siege' in his journal and states 'I was a boy when this began. Now I am a grandfather.' The siege represents pursuit and interminable striving.,course,1.0
EV-821-001,policy_change,821-01-01,capital_archives,"[""archive_committee""]",,0,"{""policy"": ""physical_effects_schema"", ""replaces"": ""corpo_classification"", ""categories"": [""visual"", ""spatial"", ""temporal"", ""psychological"", ""physical""], ""num_categories"": 5, ""rationale"": ""Rejected Corpo's theoretical framing as unscientific. Organized by effect on observer instead.""}",Archive Committee adopts new taxonomy rejecting Corpo's breach hypothesis. Shift from theoretical to empirical classification. First major revision of archive standards.,course,1.0
EV-823-002,expedition_launch,823-06-01,northern_route,"[""archon_vells""]",,0,"{""title"": ""Archon Vells First Expedition"", ""description"": ""Vells leads first Capital expedition to Denstone.\nSuccessful survey, all landmarks stable."", ""period"": ""historical""}",Imported from HIST-006,ore,1.0
EV-823-001,policy_change,823-06-15,capital,"[""guild_of_cartographers""]",,0,"{""policy"": ""western_prohibition"", ""description"": ""Guild formally prohibits routine surveys west of 200\u00b0 bearing from Denstone after surveyors were lost or returned 'changed'"", ""scope"": ""all_expeditions"", ""reason"": ""surveyor_casualties""}",The Western Prohibition establishes a data gap that would shape Guild politics for decades. Keth later called this 'intellectual cowardice.',course,1.0
EV-825-001,personnel_change,825-03-15,western_archive,"[""pemlik_tross""]",,0,"{""change_type"": ""appointment"", ""position"": ""junior_surveyor"", ""institution"": ""Western Archive"", ""previous_affiliation"": ""Cartographers' Guild"", ""training_emphasis"": ""relationships_over_properties""}","Tross joins the Western Archive as a junior surveyor, bringing his cartographic training's emphasis on relational thinking. His approach would later become the foundation of the Constellation Method.",course,1.0
EV-831-001,anomaly_observed,831-06-15,northern_route,"[""archon_vells""]",,0,"{""title"": ""Landmark Instability Episode"", ""description"": ""Vells expedition finds major landmark shifts.\nGray Spire leaning opposite direction. Two landmarks NOT FOUND."", ""period"": ""historical""}",Imported from HIST-007,ore,1.0
EV-835-001,crew_formed,835-06-10,yeller_quarry,"[""the_boss""]",,0,"{""crew_name"": ""Boss's Trapping Crew"", ""specialization"": ""creature_capture"", ""trap_designs"": ""standardized"", ""significance"": ""The Boss designs most traps still in use""}",The Boss becomes the legendary trapper whose methods define Yeller Quarry operations. 'She designed most of the traps still in use.',course,1.0
EV-836-001,discovery,836-06-01,western_archive,"[""pemlik_tross""]",,0,"{""discovery_type"": ""methodological_insight"", ""description"": ""Tross develops core insight that phenomena can be classified by mapping affinities rather than naming properties"", ""key_concepts"": [""sympathetic_neighbors"", ""antipathetic_neighbors"", ""affinity_mapping""], ""analogy"": ""The surveyor marks both the path and the cliff"", ""significance"": ""foundational""}","After eleven years at the Archive, Tross crystallizes his core insight: every observation has two fundamental relationships—sympathetic neighbors (those that cluster together) and antipathetic neighbors (those maximally separated). Both carry classification information.",course,1.0
EV-836-002,archive_note,836-06-21,western_archive,[],EV-836-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-837-001,transformation,837-08-22,denstone_edge,"[""archon_vells""]",,0,"{""title"": ""Vells Experiences Invitation"", ""description"": ""Vells reports feeling \""invited\"" by the dens.\nPull toward center. First experience of welcome."", ""period"": ""historical""}",Imported from HIST-008,ore,1.0
EV-838-003,manuscript_written,838-05-15,capital.archives,"[""pemlik_tross""]",,0,"{""title"": ""The Geometry of Affinities"", ""genre"": ""mathematical_philosophy"", ""content"": ""Constellation method for classification using K-nearest (sympathetic) and K-furthest (antipathetic) neighbors"", ""methodology"": ""bridge between retrieval and geometric traditions"", ""reception"": ""rejected by Archive""}",Tross develops classification based on relationships rather than categories. The Archive rejects his work 'because his categories had no names.' This establishes the schism between mathematical traditions.,course,1.0
EV-838-006,archive_accession,838-07-29,capital.archives,[],EV-838-003,1,{},,cascade,1.0
EV-838-004,debate_published,838-09-10,capital.archives,"[""pemlik_tross""]",,0,"{""topic"": ""Archive rejection of Constellation Method"", ""outcome"": ""Tross becomes independent researcher"", ""significance"": ""establishes tension between retrieval and geometric traditions"", ""quote"": ""Categories had no names""}",The Archive's institutional rejection of Tross marks a pivotal moment in the schism between mathematical frameworks.,course,1.0
EV-838-001,manuscript_written,838-09-15,western_archive,"[""pemlik_tross""]",,0,"{""title"": ""On the Geometry of Affinities"", ""topic"": ""constellation_method"", ""claim"": ""Classification should map relationships, not name properties"", ""key_quote"": ""I do not ask what a thing IS. I ask what it stands NEAR. The constellation speaks for itself."", ""methodology"": ""graph_based_clustering"", ""concepts_introduced"": [""signed_graphs"", ""tension_field"", ""harmonic_projection""]}",Tross's foundational treatise introducing the Constellation Method. Proposes sympathetic neighbors (KNN equivalent) and antipathetic neighbors (KFN equivalent) as the basis for classification. Introduces the tension field concept that modern scholars recognize as the graph Laplacian.,course,1.0
EV-838-005,theory_contested,838-10-20,capital.archives,"[""pemlik_tross""]",,0,"{""theory"": ""Constellation Method"", ""contestation"": ""Archive formally rejects Tross's classification system"", ""reason"": ""Categories derived from relationships rather than essential properties"", ""quote"": ""His categories had no names"", ""outcome"": ""Tross becomes independent researcher""}","The Archive's rejection of Tross exemplifies the retrieval tradition's institutional power. Categories must be named and stored, not computed from relationships.",course,1.0
EV-838-002,archive_accession,838-12-12,western_archive,[],EV-838-001,1,{},,cascade,1.0
EV-840-001,archive_accession,840-03-01,capital,"[""guild_of_cartographers""]",,0,"{""archive_name"": ""Archive of Contradictions"", ""description"": ""Guild formalizes collection of irreconcilable maps from multiple cartographers observing the same landmarks"", ""founding_rationale"": ""Maps archived as 'equally valid for their observers'"", ""initial_collection_size"": 47}",The Archive would become central to debates about whether landmarks move or observers distort. Clerk Prentis would later call the archive policy 'bureaucratic cowardice dressed as philosophical sophistication.',course,1.0
EV-842-001,debate_published,842-04-20,western_archive,"[""pemlik_tross"", ""archivist_corpo_iii""]",,0,"{""debate_topic"": ""constellation_method_validity"", ""forum"": ""Council of Archivists"", ""tross_position"": ""Graph structures reveal natural categories that named categories miss"", ""corpo_position"": ""Classification must be comprehensible to human minds\u2014we cannot file under graph indices"", ""outcome"": ""rejection"", ""rejection_reason"": ""illegibility"", ""key_quote_corpo"": ""Your method produces... what, exactly? 'Cluster 3'? 'Neighborhood 7'?"", ""archival_fate"": ""Repository of Rejected Methods""}",The Council of Archivists formally rejects the Constellation Method despite its demonstrable accuracy. Archivist Corpo III articulates the core objection: Tross's categories are correct but unnameable. The method is archived in the Repository of Rejected Methods.,course,1.0
EV-842-002,transformation,842-07-01,denstone,"[""archon_vells""]",,0,"{""title"": ""Vells Final Expedition"", ""description"": ""Vells reports transformation. Stops making maps.\nBegins teaching instead."", ""period"": ""primary""}",Imported from SIM-001,ore,1.0
