decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-00323,EXP-865-002,4,engage,,direct_engagement,crew_leader,critical_negative,inconclusive
DEC-00324,EXP-865-002,5,collect,,extensive_collection,crew_leader,critical_positive,correct
DEC-00325,EXP-865-002,8,camp,,standard_site,crew_leader,critical_positive,correct
DEC-00326,EXP-865-002,10,collect,,standard_specimen,crew_leader,negative,inconclusive
DEC-00327,EXP-865-002,10,retreat,,pause,crew_leader,neutral,correct
DEC-00328,EXP-865-002,12,camp,,continue,crew_leader,critical_negative,incorrect
DEC-00329,EXP-865-002,15,camp,,continue,crew_leader,critical_positive,correct
DEC-00330,EXP-865-002,16,engage,,avoid,crew_leader,positive,correct
DEC-00331,EXP-865-002,20,engage,,avoid,crew_leader,neutral,inconclusive
DEC-00332,EXP-865-002,20,retreat,,pause,crew_leader,negative,unknown
DEC-00333,EXP-865-002,23,engage,,cautious_approach,crew_leader,negative,inconclusive
DEC-00334,EXP-865-002,26,camp,,continue,crew_leader,critical_negative,inconclusive
DEC-00335,EXP-865-003,2,collect,,skip,crew_leader,positive,correct
DEC-00336,EXP-865-003,3,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-00337,EXP-865-003,6,route,,retreat_path,crew_leader,positive,correct
DEC-00338,EXP-865-004,2,camp,,defensive_site,crew_leader,positive,correct
DEC-00339,EXP-865-004,3,route,,retreat_path,crew_leader,positive,correct
DEC-00340,EXP-865-004,3,retreat,,pause,crew_leader,neutral,correct
DEC-00341,EXP-865-004,4,engage,,avoid,crew_leader,neutral,correct
DEC-00342,EXP-865-004,7,camp,,emergency_site,crew_leader,positive,correct
DEC-00343,EXP-865-004,10,camp,,emergency_site,crew_leader,neutral,inconclusive
DEC-00344,EXP-865-004,10,route,,primary_path,crew_leader,neutral,correct
DEC-00345,EXP-865-004,13,collect,,skip,crew_leader,critical_positive,correct
DEC-00346,EXP-865-005,1,retreat,,proceed,crew_leader,positive,correct
DEC-00347,EXP-865-005,4,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-00348,EXP-865-005,4,collect,,priority_specimen,crew_leader,neutral,correct
DEC-00349,EXP-865-006,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-00350,EXP-865-006,2,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-00351,EXP-865-006,3,collect,,extensive_collection,crew_leader,neutral,correct
DEC-00352,EXP-865-006,5,collect,,extensive_collection,crew_leader,positive,correct
DEC-00353,EXP-865-006,7,collect,,extensive_collection,crew_leader,positive,correct
DEC-00354,EXP-865-006,7,engage,,cautious_approach,crew_leader,positive,correct
DEC-00355,EXP-865-006,10,engage,,observe,crew_leader,positive,correct
DEC-00356,EXP-865-007,1,retreat,,pause,crew_leader,positive,correct
DEC-00357,EXP-865-007,2,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00358,EXP-865-007,5,engage,,avoid,crew_leader,neutral,inconclusive
DEC-00359,EXP-865-007,7,camp,,continue,crew_leader,neutral,inconclusive
DEC-00360,EXP-865-007,10,retreat,,pause,crew_leader,positive,correct
DEC-00361,EXP-865-008,1,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-00362,EXP-865-008,3,collect,,standard_specimen,crew_leader,neutral,correct
DEC-00363,EXP-865-008,5,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00364,EXP-865-008,6,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-00365,EXP-865-008,6,route,,primary_path,crew_leader,positive,correct
DEC-00366,EXP-865-008,7,collect,,priority_specimen,crew_leader,neutral,correct
DEC-00367,EXP-865-008,9,engage,,cautious_approach,crew_leader,positive,correct
DEC-00368,EXP-865-008,10,camp,,continue,crew_leader,positive,correct
DEC-00369,EXP-865-009,1,collect,,skip,crew_leader,positive,correct
DEC-00370,EXP-865-009,2,collect,,skip,crew_leader,positive,correct
DEC-00371,EXP-865-009,4,camp,,defensive_site,crew_leader,neutral,correct
DEC-00372,EXP-866-001,1,camp,,continue,crew_leader,negative,unknown
DEC-00373,EXP-866-001,1,route,,primary_path,crew_leader,critical_negative,incorrect
DEC-00374,EXP-866-001,5,engage,,observe,crew_leader,negative,incorrect
DEC-00375,EXP-866-001,6,engage,,cautious_approach,crew_leader,negative,unknown
DEC-00376,EXP-866-001,8,collect,,skip,crew_leader,negative,incorrect
DEC-00377,EXP-866-001,9,engage,,avoid,crew_leader,critical_negative,inconclusive
DEC-00378,EXP-866-001,13,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-00379,EXP-866-001,14,retreat,,pause,crew_leader,positive,correct
DEC-00380,EXP-866-002,1,collect,,skip,crew_leader,neutral,inconclusive
DEC-00381,EXP-866-002,3,camp,,defensive_site,crew_leader,positive,correct
DEC-00382,EXP-866-002,4,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00383,EXP-866-002,6,collect,,skip,crew_leader,neutral,correct
DEC-00384,EXP-866-002,7,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-00385,EXP-866-002,9,engage,,cautious_approach,crew_leader,positive,correct
DEC-00386,EXP-866-002,11,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00387,EXP-866-003,2,engage,,cautious_approach,crew_leader,positive,correct
DEC-00388,EXP-866-003,4,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-00389,EXP-866-003,4,route,,alternate_path,crew_leader,positive,correct
DEC-00390,EXP-866-003,7,retreat,,proceed,crew_leader,positive,correct
DEC-00391,EXP-866-003,11,camp,,standard_site,crew_leader,positive,correct
DEC-00392,EXP-866-003,13,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-00393,EXP-866-004,1,route,,investigate,crew_leader,critical_positive,correct
DEC-00394,EXP-866-004,3,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-00395,EXP-866-004,4,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-00396,EXP-866-004,6,engage,,avoid,crew_leader,positive,correct
DEC-00397,EXP-866-004,9,camp,,continue,crew_leader,positive,correct
DEC-00398,EXP-866-004,12,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-00399,EXP-866-005,1,route,,investigate,crew_leader,positive,correct
DEC-00400,EXP-866-005,3,route,,alternate_path,crew_leader,neutral,correct
DEC-00401,EXP-866-005,4,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-00402,EXP-866-005,5,collect,,standard_specimen,crew_leader,neutral,correct
DEC-00403,EXP-866-005,7,engage,,cautious_approach,crew_leader,positive,correct
DEC-00404,EXP-866-005,8,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-00405,EXP-866-005,9,route,,investigate,crew_leader,positive,correct
DEC-00406,EXP-866-005,10,retreat,,full_retreat,crew_leader,positive,correct
DEC-00408,EXP-866-006,1,retreat,,pause,crew_leader,positive,correct
DEC-00407,EXP-866-006,2,collect,,standard_specimen,crew_leader,neutral,correct
DEC-00409,EXP-866-006,3,engage,,observe,crew_leader,neutral,correct
DEC-00410,EXP-866-006,5,engage,,cautious_approach,crew_leader,positive,correct
DEC-00411,EXP-866-006,5,camp,,defensive_site,crew_leader,positive,correct
DEC-00412,EXP-866-006,7,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-00413,EXP-866-007,1,collect,,skip,crew_leader,negative,inconclusive
DEC-00414,EXP-866-007,3,route,,investigate,crew_leader,neutral,inconclusive
DEC-00415,EXP-866-007,6,engage,,avoid,crew_leader,critical_positive,correct
DEC-00416,EXP-866-007,8,collect,,standard_specimen,crew_leader,critical_negative,incorrect
DEC-00417,EXP-866-008,1,engage,,avoid,crew_leader,neutral,inconclusive
DEC-00418,EXP-866-008,1,engage,,observe,crew_leader,positive,correct
DEC-00419,EXP-866-008,3,collect,,standard_specimen,crew_leader,neutral,correct
DEC-00420,EXP-866-008,6,retreat,,full_retreat,crew_leader,positive,correct
DEC-00421,EXP-866-008,6,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00422,EXP-867-001,1,route,,retreat_path,crew_leader,neutral,correct
DEC-00423,EXP-867-001,2,route,,investigate,crew_leader,neutral,inconclusive
DEC-00424,EXP-867-001,7,collect,,skip,crew_leader,critical_positive,correct
DEC-00425,EXP-867-001,9,engage,,avoid,crew_leader,critical_positive,correct
DEC-00426,EXP-867-002,2,retreat,,pause,crew_leader,neutral,inconclusive
DEC-00427,EXP-867-002,2,collect,,extensive_collection,crew_leader,positive,correct
DEC-00428,EXP-867-002,3,engage,,direct_engagement,crew_leader,positive,correct
DEC-00430,EXP-867-002,5,retreat,,proceed,crew_leader,neutral,correct
DEC-00429,EXP-867-002,6,collect,,skip,crew_leader,negative,unknown
DEC-00431,EXP-867-003,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-00432,EXP-867-003,3,route,,alternate_path,crew_leader,critical_positive,correct
DEC-00433,EXP-867-003,4,retreat,,pause,crew_leader,positive,correct
DEC-00434,EXP-867-003,5,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-00435,EXP-867-003,8,retreat,,full_retreat,crew_leader,neutral,correct
DEC-00436,EXP-867-003,11,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-00437,EXP-867-004,2,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-00438,EXP-867-004,2,camp,,standard_site,crew_leader,positive,correct
DEC-00439,EXP-867-004,5,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-00440,EXP-867-004,7,collect,,skip,crew_leader,positive,correct
DEC-00441,EXP-867-004,9,route,,investigate,crew_leader,positive,correct
DEC-00442,EXP-867-005,1,engage,,direct_engagement,crew_leader,critical_negative,unknown
DEC-00443,EXP-867-005,3,retreat,,partial_retreat,crew_leader,negative,unknown
DEC-00444,EXP-867-005,5,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-00445,EXP-867-005,6,engage,,cautious_approach,crew_leader,negative,inconclusive
DEC-00446,EXP-867-005,10,route,,retreat_path,crew_leader,positive,correct
DEC-00447,EXP-867-005,11,camp,,emergency_site,crew_leader,negative,inconclusive
DEC-00448,EXP-867-005,13,engage,,cautious_approach,crew_leader,critical_positive,correct
DEC-00449,EXP-867-006,1,retreat,,pause,crew_leader,neutral,correct
DEC-00450,EXP-867-006,3,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-00451,EXP-867-006,3,collect,,skip,crew_leader,critical_positive,correct
DEC-00452,EXP-867-006,6,route,,primary_path,crew_leader,neutral,correct
DEC-00453,EXP-867-007,1,route,,investigate,crew_leader,neutral,inconclusive
DEC-00454,EXP-867-007,1,retreat,,pause,crew_leader,neutral,inconclusive
DEC-00455,EXP-867-007,4,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00456,EXP-867-007,6,camp,,standard_site,crew_leader,positive,correct
DEC-00457,EXP-867-007,9,camp,,standard_site,crew_leader,positive,correct
DEC-00458,EXP-867-008,1,retreat,,full_retreat,crew_leader,negative,inconclusive
DEC-00459,EXP-867-008,2,retreat,,pause,crew_leader,neutral,inconclusive
DEC-00460,EXP-867-008,3,camp,,emergency_site,crew_leader,critical_negative,inconclusive
DEC-00461,EXP-867-008,5,retreat,,pause,crew_leader,negative,incorrect
DEC-00462,EXP-867-008,8,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-00463,EXP-867-008,9,engage,,avoid,crew_leader,neutral,inconclusive
DEC-00464,EXP-867-009,1,camp,,standard_site,crew_leader,positive,correct
DEC-00465,EXP-867-009,2,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00466,EXP-867-009,5,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-00467,EXP-867-009,5,route,,alternate_path,crew_leader,positive,correct
DEC-00469,EXP-867-009,7,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00468,EXP-867-009,8,retreat,,pause,crew_leader,critical_positive,correct
DEC-00470,EXP-867-009,9,collect,,standard_specimen,crew_leader,positive,correct
DEC-00471,EXP-867-009,10,engage,,cautious_approach,crew_leader,positive,correct
DEC-00472,EXP-867-009,13,engage,,cautious_approach,crew_leader,positive,correct
DEC-00473,EXP-867-010,2,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-00474,EXP-867-010,3,engage,,observe,crew_leader,critical_negative,incorrect
DEC-00475,EXP-867-010,6,retreat,,full_retreat,crew_leader,critical_negative,inconclusive
DEC-00476,EXP-867-010,7,retreat,,full_retreat,crew_leader,positive,correct
DEC-00477,EXP-867-010,9,engage,,avoid,crew_leader,positive,correct
DEC-00478,EXP-867-011,2,camp,,emergency_site,crew_leader,positive,correct
DEC-00479,EXP-867-011,3,route,,primary_path,crew_leader,neutral,correct
DEC-00480,EXP-867-011,3,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-00481,EXP-867-011,5,collect,,standard_specimen,crew_leader,critical_positive,correct
DEC-00482,EXP-867-011,8,route,,alternate_path,crew_leader,critical_negative,unknown
DEC-00483,EXP-867-011,10,camp,,emergency_site,crew_leader,critical_negative,unknown
DEC-00484,EXP-867-011,12,camp,,emergency_site,crew_leader,negative,unknown
DEC-00485,EXP-867-011,12,engage,,avoid,crew_leader,critical_negative,incorrect
DEC-00486,EXP-867-011,14,route,,alternate_path,crew_leader,critical_positive,correct
DEC-00487,EXP-867-011,16,retreat,,proceed,crew_leader,critical_positive,correct
DEC-00488,EXP-867-012,1,camp,,standard_site,crew_leader,negative,incorrect
DEC-00489,EXP-867-012,4,collect,,skip,crew_leader,critical_positive,correct
DEC-00490,EXP-867-012,6,collect,,extensive_collection,crew_leader,critical_positive,correct
DEC-00491,EXP-867-012,7,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00492,EXP-867-012,10,collect,,extensive_collection,crew_leader,critical_positive,correct
DEC-00493,EXP-868-001,1,collect,,extensive_collection,crew_leader,positive,correct
DEC-00494,EXP-868-001,3,camp,,defensive_site,crew_leader,positive,correct
DEC-00495,EXP-868-001,4,camp,,continue,crew_leader,positive,correct
DEC-00496,EXP-868-001,6,collect,,extensive_collection,crew_leader,neutral,correct
DEC-00497,EXP-868-001,11,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-00498,EXP-868-001,11,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00499,EXP-868-001,13,engage,,cautious_approach,crew_leader,critical_positive,correct
DEC-00500,EXP-868-002,1,camp,,defensive_site,crew_leader,positive,correct
DEC-00501,EXP-868-002,2,camp,,continue,crew_leader,critical_positive,correct
DEC-00502,EXP-868-002,4,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-00503,EXP-868-002,4,route,,primary_path,crew_leader,positive,correct
DEC-00504,EXP-868-002,6,collect,,priority_specimen,crew_leader,neutral,correct
DEC-00505,EXP-868-003,1,collect,,extensive_collection,crew_leader,positive,correct
DEC-00506,EXP-868-003,4,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-00507,EXP-868-003,6,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-00508,EXP-868-004,1,retreat,,pause,crew_leader,positive,correct
DEC-00509,EXP-868-004,2,route,,primary_path,crew_leader,positive,correct
DEC-00510,EXP-868-004,4,engage,,avoid,crew_leader,positive,correct
DEC-00511,EXP-868-004,5,camp,,emergency_site,crew_leader,positive,correct
DEC-00512,EXP-868-004,7,route,,primary_path,crew_leader,neutral,inconclusive
DEC-00514,EXP-868-004,9,route,,primary_path,crew_leader,neutral,inconclusive
DEC-00513,EXP-868-004,10,retreat,,full_retreat,crew_leader,positive,correct
DEC-00515,EXP-868-004,13,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-00516,EXP-868-004,14,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00517,EXP-868-004,15,engage,,direct_engagement,crew_leader,neutral,correct
DEC-00518,EXP-868-005,2,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-00519,EXP-868-005,4,route,,investigate,crew_leader,positive,correct
DEC-00520,EXP-868-005,5,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-00521,EXP-868-006,2,retreat,,full_retreat,crew_leader,positive,correct
DEC-00522,EXP-868-006,3,camp,,continue,crew_leader,negative,unknown
DEC-00523,EXP-868-006,3,retreat,,proceed,crew_leader,positive,correct
DEC-00524,EXP-868-006,6,route,,retreat_path,crew_leader,neutral,correct
DEC-00525,EXP-868-006,8,route,,investigate,crew_leader,positive,correct
DEC-00526,EXP-868-006,9,route,,retreat_path,crew_leader,critical_negative,unknown
DEC-00527,EXP-868-006,11,route,,alternate_path,crew_leader,critical_negative,unknown
DEC-00528,EXP-868-006,12,route,,investigate,crew_leader,positive,correct
DEC-00529,EXP-868-006,14,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-00530,EXP-868-006,15,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-00531,EXP-868-006,17,collect,,extensive_collection,crew_leader,negative,incorrect
DEC-00532,EXP-868-006,20,engage,,avoid,crew_leader,neutral,correct
DEC-00533,EXP-868-007,2,retreat,,proceed,crew_leader,positive,correct
DEC-00534,EXP-868-007,2,route,,investigate,crew_leader,positive,correct
DEC-00535,EXP-868-007,4,engage,,observe,crew_leader,neutral,correct
DEC-00536,EXP-868-007,7,engage,,cautious_approach,crew_leader,neutral,correct
DEC-00537,EXP-868-007,8,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-00538,EXP-868-007,11,collect,,standard_specimen,crew_leader,positive,correct
DEC-00539,EXP-868-007,13,collect,,skip,crew_leader,positive,correct
DEC-00540,EXP-868-007,14,retreat,,proceed,crew_leader,positive,correct
DEC-00541,EXP-868-008,1,collect,,skip,crew_leader,critical_positive,correct
DEC-00542,EXP-868-008,2,retreat,,partial_retreat,crew_leader,positive,correct
DEC-00543,EXP-868-008,4,collect,,skip,crew_leader,critical_positive,correct
DEC-00544,EXP-868-008,5,collect,,extensive_collection,crew_leader,positive,correct
DEC-00545,EXP-868-008,6,engage,,observe,crew_leader,positive,correct
DEC-00546,EXP-868-008,8,route,,investigate,crew_leader,neutral,correct
DEC-00547,EXP-869-001,1,engage,,cautious_approach,crew_leader,critical_positive,correct
DEC-00548,EXP-869-001,3,route,,primary_path,crew_leader,neutral,inconclusive
DEC-00549,EXP-869-001,5,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-00550,EXP-869-001,6,engage,,avoid,crew_leader,neutral,correct
