journey_id,traveler_id,traveler_type,start_year,end_year,start_place_id,end_place_id,sequence_places,sequence_boroughs,primary_outcome,total_distance_km,total_physical_risk,total_symbolic_risk,max_symbolic_risk,visited_mirado,visited_deadriver,visited_northo,loops_back_to_start
236,trav_0236,trader,2037,2037,YELLE_FLOODED_SINK,MIRAD_MIRADO_CAMPG,YELLE_FLOODED_SINK;DEADR_FERRYMANS_DO;YELLE_YELLER_GUIDE;YELLE_TRAP_FIELDS_;CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_BUS_;CAPEA_DUSTY_SOCCER;CAPIT_PAPER_BINDER;CAPEA_RIVERSLAND_H;MIRAD_MIRADO_CAMPG,Yeller;Deadriver;Yeller;Yeller;Capital;Densmok;Capeast;Capital;Capeast;Mirado,archivist,155.31,35.0,44.5,8.5,True,True,False,False
237,trav_0237,trader,2035,2035,CAPIT_CITY_WALL_QU,DEADR_DEAD_RIVER_W,CAPIT_CITY_WALL_QU;MIRAD_MIRADO_CAMPG;NORTH_TRIAL_FIELD_;CAPIT_OUTER_ARCHIV;CAPIT_DEADRIVER_FE;DEADR_DEAD_RIVER_W;CAPEA_RIVERSLAND_H;DENSM_SMOKELINE_IN;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_WALM;DEADR_DEAD_RIVER_W,Capital;Mirado;Northo;Capital;Capital;Deadriver;Capeast;Densmok;Deadriver;Capeast;Deadriver,saint,165.67,39.0,62.5,8.0,True,True,True,False
238,trav_0238,novice,2031,2031,NORTH_HOUSE_OF_THE,MIRAD_TOWER_LEVEL_,NORTH_HOUSE_OF_THE;CAPIT_KACHOT_CARDH;NORTH_COLLAPSED_CH;CAPIT_OUTER_ARCHIV;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_,Northo;Capital;Northo;Capital;Northo;Mirado,ordinary,98.85,18.5,37.5,9.5,True,False,True,False
239,trav_0239,archivist,2030,2030,CAPIT_OUTER_ARCHIV,MIRAD_TOWER_LEVEL_,CAPIT_OUTER_ARCHIV;DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_STRI;DEADR_FERRYMANS_DO;CAPEA_CAPEAST_YOUT;CAPIT_INNER_TENEME;MIRAD_TOWER_LEVEL_,Capital;Densmok;Capeast;Deadriver;Capeast;Capital;Mirado,ordinary,127.06,24.0,32.0,7.0,True,True,False,False
240,trav_0240,teen,2034,2034,DENSM_DENSMOK_STRI,CAPIT_CITY_WALL_QU,DENSM_DENSMOK_STRI;CAPIT_CITY_WALL_QU;DEADR_FERRYMANS_DO;YELLE_BONE_HUSK_MA;CAPIT_CITY_WALL_QU,Densmok;Capital;Deadriver;Yeller;Capital,witch,90.05,18.5,25.5,7.5,False,True,False,False
241,trav_0241,archivist,2036,2036,CAPIT_CAPITAL_TRAI,DEADR_DEAD_RIVER_W,CAPIT_CAPITAL_TRAI;MIRAD_MIRADO_CAMPG;CAPIT_OUTER_ARCHIV;YELLE_YELLER_QUARR;CAPIT_CAPITAL_TRAI;YELLE_FLOODED_SINK;CAPIT_PAPER_BINDER;CAPEA_MIRADO_STICK;DEADR_DEAD_RIVER_W,Capital;Mirado;Capital;Yeller;Capital;Yeller;Capital;Capeast;Deadriver,missing,159.1,37.0,48.5,7.0,True,True,False,False
242,trav_0242,novice,2034,2034,CAPIT_INNER_TENEME,MIRAD_TOWER_LEVEL_,CAPIT_INNER_TENEME;NORTH_NORTHO_MARKE;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_,Capital;Northo;Mirado;Northo;Mirado,ordinary,76.81,15.5,30.0,8.5,True,False,True,False
243,trav_0243,teen,2032,2032,DENSM_DENSMOK_STRI,CAPEA_MIRADO_STICK,DENSM_DENSMOK_STRI;CAPIT_CAPITAL_TRAI;CAPEA_MIRADO_STICK,Densmok;Capital;Capeast,ordinary,30.87,7.0,8.0,4.5,False,False,False,False
244,trav_0244,novice,2035,2035,CAPIT_CITY_WALL_QU,CAPEA_CAPEAST_YOUT,CAPIT_CITY_WALL_QU;CAPEA_RIVERSLAND_S;CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_YOUT,Capital;Capeast;Capital;Capeast,burned_out,53.89,8.0,15.0,5.5,False,False,False,False
245,trav_0245,trader,2036,2036,YELLE_TRAP_FIELDS_,YELLE_TRAP_FIELDS_,YELLE_TRAP_FIELDS_;CAPIT_DEADRIVER_FE;YELLE_BONE_HUSK_MA;CAPIT_INNER_TENEME;NORTH_PILGRIM_WAY_;CAPIT_KACHOT_CARDH;DEADR_BROKEN_DEADR;CAPEA_CAPEAST_USED;YELLE_YELLER_QUARR;YELLE_TRAP_FIELDS_,Yeller;Capital;Yeller;Capital;Northo;Capital;Deadriver;Capeast;Yeller;Yeller,archivist,166.5,46.0,53.0,7.0,False,True,True,True
246,trav_0246,archivist,2037,2037,CAPIT_CITY_WALL_QU,MIRAD_MIRADO_GATE_,CAPIT_CITY_WALL_QU;CAPEA_CAPEAST_WALM;CAPIT_DEADRIVER_FE;YELLE_YELLER_GUIDE;CAPIT_KACHOT_CARDH;MIRAD_MIRADO_GATE_,Capital;Capeast;Capital;Yeller;Capital;Mirado,archivist,102.5,17.0,27.5,7.0,True,False,False,False
247,trav_0247,teen,2037,2037,DENSM_DENSMOK_HILL,CAPIT_CAPITAL_TRAI,DENSM_DENSMOK_HILL;YELLE_STALL_TOWN_B;DEADR_BROKEN_DEADR;YELLE_QUARRY_RIM_S;YELLE_YELLER_GUIDE;DEADR_BROKEN_DEADR;CAPIT_CAPITAL_TRAI,Densmok;Yeller;Deadriver;Yeller;Yeller;Deadriver;Capital,witch,98.59,34.0,35.5,7.0,False,True,False,False
248,trav_0248,trader,2034,2034,DENSM_DENSMOK_STRI,CAPIT_SENATE_SQUAR,DENSM_DENSMOK_STRI;DEADR_FERRYMANS_DO;CAPEA_CAPEAST_WALM;DEADR_DEAD_RIVER_W;YELLE_STALL_TOWN_W;DEADR_FERRYMANS_DO;YELLE_YELLER_GUIDE;CAPIT_CITY_WALL_EA;NORTH_TRIAL_FIELD_;CAPIT_SENATE_SQUAR,Densmok;Deadriver;Capeast;Deadriver;Yeller;Deadriver;Yeller;Capital;Northo;Capital,archivist,186.47,37.0,59.0,7.5,False,True,True,False
249,trav_0249,archivist,2033,2033,CAPIT_INNER_TENEME,NORTH_PILGRIM_WAY_,CAPIT_INNER_TENEME;CAPEA_RIVERSLAND_S;DEADR_BROKEN_DEADR;CAPIT_OUTER_ARCHIV;NORTH_PILGRIM_WAY_,Capital;Capeast;Deadriver;Capital;Northo,ordinary,74.57,14.5,23.5,7.5,False,True,True,False
250,trav_0250,senator,2035,2035,CAPIT_CAPITAL_TRAI,MIRAD_MIRADO_GATE_,CAPIT_CAPITAL_TRAI;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_BUS_;CAPIT_DEADRIVER_FE;MIRAD_MIRADO_GATE_,Capital;Deadriver;Capeast;Densmok;Capital;Mirado,cardsharp,102.17,19.0,27.5,8.0,True,True,False,False
251,trav_0251,mapmaker,2033,2033,CAPIT_CITY_WALL_EA,YELLE_OLD_ROPE_BRI,CAPIT_CITY_WALL_EA;NORTH_NORTHO_MARKE;CAPIT_KACHOT_CARDH;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_;DEADR_FERRYMANS_DO;YELLE_OLD_ROPE_BRI,Capital;Northo;Capital;Northo;Mirado;Deadriver;Yeller,saint,120.94,26.5,46.5,9.5,True,True,True,False
252,trav_0252,novice,2030,2030,NORTH_PILGRIM_WAY_,DENSM_DENSMOK_HILL,NORTH_PILGRIM_WAY_;CAPIT_INNER_TENEME;DEADR_BROKEN_DEADR;CAPEA_CAPEAST_YOUT;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_HILL,Northo;Capital;Deadriver;Capeast;Deadriver;Capeast;Densmok,ordinary,102.07,24.0,34.0,6.5,False,True,True,False
253,trav_0253,senator,2037,2037,CAPIT_PAPER_BINDER,DEADR_FERRYMANS_DO,CAPIT_PAPER_BINDER;CAPEA_DUSTY_SOCCER;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_YOUT;CAPIT_PAPER_BINDER;CAPEA_DEAD_RIVER_O;DEADR_FERRYMANS_DO,Capital;Capeast;Mirado;Deadriver;Capeast;Capital;Capeast;Deadriver,missing,141.77,25.5,44.0,9.5,True,True,False,False
254,trav_0254,teen,2030,2030,DENSM_OVERPASS_GRA,YELLE_TRAP_FIELDS_,DENSM_OVERPASS_GRA;YELLE_STALL_TOWN_W;DEADR_BROKEN_DEADR;YELLE_STALL_TOWN_W;YELLE_STALL_TOWN_B;YELLE_TRAP_FIELDS_,Densmok;Yeller;Deadriver;Yeller;Yeller;Yeller,witch,78.52,28.5,28.5,7.0,False,True,False,False
255,trav_0255,teen,2032,2032,CAPEA_RIVERSLAND_S,CAPIT_CITY_WALL_EA,CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA;CAPIT_CITY_WALL_EA,Capeast;Densmok;Capital,burned_out,29.64,6.5,8.5,5.0,False,False,False,False
256,trav_0256,archivist,2033,2033,CAPIT_INNER_TENEME,YELLE_YELLER_GUIDE,CAPIT_INNER_TENEME;DENSM_OLD_QUARRY_R;CAPIT_DEADRIVER_FE;CAPEA_DUSTY_SOCCER;DENSM_OVERPASS_GRA;YELLE_YELLER_GUIDE,Capital;Densmok;Capital;Capeast;Densmok;Yeller,archivist,103.36,18.0,21.5,5.0,False,False,False,False
257,trav_0257,novice,2034,2034,CAPIT_INNER_TENEME,DEADR_DEAD_RIVER_E,CAPIT_INNER_TENEME;NORTH_NORTHO_MARKE;CAPIT_CAPITAL_TRAI;NORTH_TRIAL_FIELD_;CAPIT_OUTER_ARCHIV;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_GATE_;DEADR_DEAD_RIVER_E,Capital;Northo;Capital;Northo;Capital;Northo;Mirado;Deadriver,saint,127.49,26.5,49.5,9.0,True,True,True,False
258,trav_0258,teen,2037,2038,DENSM_SMOKELINE_IN,CAPIT_CITY_WALL_EA,DENSM_SMOKELINE_IN;YELLE_STALL_TOWN_W;CAPIT_SENATE_SQUAR;YELLE_QUARRY_RIM_S;DEADR_DEADRIVER_SH;CAPIT_CITY_WALL_EA,Densmok;Yeller;Capital;Yeller;Deadriver;Capital,witch,98.21,24.0,28.5,7.0,False,True,False,False
259,trav_0259,novice,2032,2032,CAPIT_DEADRIVER_FE,CAPIT_CITY_WALL_EA,CAPIT_DEADRIVER_FE;YELLE_YELLER_QUARR;DEADR_BROKEN_DEADR;CAPIT_DEADRIVER_FE;NORTH_COLLAPSED_CH;CAPIT_CITY_WALL_EA,Capital;Yeller;Deadriver;Capital;Northo;Capital,ordinary,99.84,27.0,37.5,8.0,False,True,True,True
260,trav_0260,senator,2034,2034,CAPIT_CENTRAL_ARCH,CAPIT_SENATE_SQUAR,CAPIT_CENTRAL_ARCH;YELLE_TRAP_FIELDS_;DEADR_DEAD_RIVER_E;YELLE_OLD_ROPE_BRI;CAPIT_SENATE_SQUAR,Capital;Yeller;Deadriver;Yeller;Capital,burned_out,74.07,23.5,28.5,8.0,False,True,False,True
261,trav_0261,trader,2035,2035,CAPIT_DEADRIVER_FE,MIRAD_MIRADO_STICK,CAPIT_DEADRIVER_FE;CAPEA_RIVERSLAND_S;CAPIT_SENATE_SQUAR;DENSM_DENSMOK_HILL;CAPEA_CAPEAST_YOUT;MIRAD_MIRADO_STICK,Capital;Capeast;Capital;Densmok;Capeast;Mirado,ordinary,84.3,15.0,24.5,6.0,True,False,False,False
262,trav_0262,trader,2038,2038,DENSM_DENSMOK_BUS_,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_BUS_;CAPIT_PAPER_BINDER;CAPIT_INNER_TENEME;CAPEA_DUSTY_SOCCER;CAPIT_KACHOT_CARDH;YELLE_STALL_TOWN_B;CAPIT_CITY_WALL_QU;DEADR_DEADRIVER_SH;YELLE_STALL_TOWN_W;CAPIT_OUTER_ARCHIV,Densmok;Capital;Capital;Capeast;Capital;Yeller;Capital;Deadriver;Yeller;Capital,archivist,152.03,36.5,45.5,7.0,False,True,False,False
263,trav_0263,archivist,2032,2032,CAPIT_PAPER_BINDER,CAPIT_CITY_WALL_QU,CAPIT_PAPER_BINDER;CAPEA_CAPEAST_ARTE;DEADR_FERRYMANS_DO;YELLE_FLOODED_SINK;CAPIT_PAPER_BINDER;YELLE_FLOODED_SINK;YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_E;CAPIT_CITY_WALL_QU,Capital;Capeast;Deadriver;Yeller;Capital;Yeller;Yeller;Deadriver;Capital,archivist,156.57,47.0,54.5,8.5,False,True,False,True
264,trav_0264,teen,2036,2036,DENSM_DENSMOK_STRI,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_STRI;CAPEA_CAPEAST_WALM;DEADR_BROKEN_DEADR;CAPIT_INNER_TENEME;YELLE_STALL_TOWN_W;CAPIT_PAPER_BINDER;DENSM_OLD_QUARRY_R,Densmok;Capeast;Deadriver;Capital;Yeller;Capital;Densmok,witch,112.15,25.5,29.0,6.5,False,True,False,True
265,trav_0265,trader,2036,2036,CAPIT_PAPER_BINDER,DEADR_BROKEN_DEADR,CAPIT_PAPER_BINDER;YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_E;YELLE_STALL_TOWN_B;YELLE_TRAP_FIELDS_;YELLE_FLOODED_SINK;YELLE_OLD_ROPE_BRI;DEADR_BROKEN_DEADR;CAPIT_CITY_WALL_EA;DENSM_DENSMOK_HILL;DEADR_BROKEN_DEADR;DEADR_BROKEN_DEADR,Capital;Yeller;Deadriver;Yeller;Yeller;Yeller;Yeller;Deadriver;Capital;Densmok;Deadriver;Deadriver,missing,156.11,70.5,75.0,9.0,False,True,False,False
266,trav_0266,archivist,2039,2039,CAPIT_CITY_WALL_EA,CAPEA_MIRADO_STICK,CAPIT_CITY_WALL_EA;YELLE_QUARRY_RIM_S;YELLE_STALL_TOWN_W;DEADR_FERRYMANS_DO;CAPEA_MIRADO_STICK,Capital;Yeller;Yeller;Deadriver;Capeast,archivist,64.04,20.0,23.5,7.0,False,True,False,False
267,trav_0267,archivist,2038,2038,CAPIT_KACHOT_CARDH,CAPIT_CITY_WALL_QU,CAPIT_KACHOT_CARDH;NORTH_NORTHO_GATEH;CAPIT_CAPITAL_TRAI;MIRAD_TOWER_LEVEL_;CAPIT_CITY_WALL_QU,Capital;Northo;Capital;Mirado;Capital,ordinary,76.12,17.0,26.5,8.0,True,False,True,True
268,trav_0268,teen,2037,2037,DENSM_DENSMOK_STRI,DEADR_DEADRIVER_SH,DENSM_DENSMOK_STRI;CAPIT_KACHOT_CARDH;DENSM_DENSMOK_HILL;CAPIT_DEADRIVER_FE;YELLE_STALL_TOWN_W;DEADR_DEADRIVER_SH,Densmok;Capital;Densmok;Capital;Yeller;Deadriver,missing,96.9,20.0,25.5,6.5,False,True,False,False
269,trav_0269,trader,2032,2032,CAPIT_CAPITAL_TRAI,MIRAD_MIRADO_GATE_,CAPIT_CAPITAL_TRAI;MIRAD_MIRADO_CAMPG;DEADR_FERRYMANS_DO;YELLE_YELLER_GUIDE;DEADR_BROKEN_DEADR;MIRAD_MIRADO_GATE_,Capital;Mirado;Deadriver;Yeller;Deadriver;Mirado,archivist,100.24,22.0,36.5,9.0,True,True,False,False
270,trav_0270,archivist,2032,2032,CAPIT_CITY_WALL_QU,NORTH_COLLAPSED_CH,CAPIT_CITY_WALL_QU;DEADR_DEADRIVER_SH;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_E;MIRAD_MIRADO_CAMPG;NORTH_NORTHO_MARKE;CAPIT_CITY_WALL_EA;NORTH_COLLAPSED_CH;MIRAD_TOWER_LEVEL_;NORTH_COLLAPSED_CH,Capital;Deadriver;Mirado;Deadriver;Mirado;Northo;Capital;Northo;Mirado;Northo,saint,170.47,41.5,72.0,9.5,True,True,True,False
271,trav_0271,trader,2031,2031,CAPIT_KACHOT_CARDH,CAPIT_CITY_WALL_QU,CAPIT_KACHOT_CARDH;DEADR_DEADRIVER_SH;CAPIT_CITY_WALL_EA;YELLE_BONE_HUSK_MA;CAPIT_SENATE_SQUAR;CAPIT_CITY_WALL_EA;CAPIT_CITY_WALL_QU,Capital;Deadriver;Capital;Yeller;Capital;Capital;Capital,archivist,94.67,24.0,38.5,7.0,False,True,False,True
272,trav_0272,trader,2034,2034,CAPIT_SENATE_SQUAR,MIRAD_MIRADO_CAMPG,CAPIT_SENATE_SQUAR;DEADR_DEAD_RIVER_E;DEADR_BROKEN_DEADR;DEADR_DEAD_RIVER_E;YELLE_STALL_TOWN_W;YELLE_TRAP_FIELDS_;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_H;MIRAD_TOWER_LEVEL_;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_E;MIRAD_MIRADO_CAMPG,Capital;Deadriver;Deadriver;Deadriver;Yeller;Yeller;Deadriver;Capeast;Mirado;Yeller;Deadriver;Mirado,archivist,192.14,56.0,80.0,9.0,True,True,False,False
273,trav_0273,senator,2033,2033,CAPIT_OUTER_ARCHIV,NORTH_NORTHO_GATEH,CAPIT_OUTER_ARCHIV;MIRAD_TOWER_LEVEL_;CAPIT_KACHOT_CARDH;NORTH_NORTHO_GATEH,Capital;Mirado;Capital;Northo,cardsharp,57.26,12.5,21.5,8.0,True,False,True,False
274,trav_0274,senator,2038,2038,CAPIT_INNER_TENEME,CAPIT_CITY_WALL_QU,CAPIT_INNER_TENEME;YELLE_OLD_ROPE_BRI;CAPIT_OUTER_ARCHIV;NORTH_NORTHO_GATEH;CAPIT_CITY_WALL_QU,Capital;Yeller;Capital;Northo;Capital,ordinary,83.31,17.5,25.0,6.5,False,False,True,True
275,trav_0275,teen,2039,2039,DENSM_OLD_QUARRY_R,YELLE_BONE_HUSK_MA,DENSM_OLD_QUARRY_R;CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_HILL;YELLE_BONE_HUSK_MA;YELLE_BONE_HUSK_MA;YELLE_BONE_HUSK_MA,Densmok;Capital;Densmok;Yeller;Yeller;Yeller,burned_out,59.55,25.0,23.5,6.0,False,False,False,False
276,trav_0276,archivist,2038,2038,CAPIT_CITY_WALL_EA,NORTH_NORTHO_GATEH,CAPIT_CITY_WALL_EA;MIRAD_TOWER_LEVEL_;CAPIT_CAPITAL_TRAI;CAPEA_DUSTY_SOCCER;DEADR_FERRYMANS_DO;MIRAD_MIRADO_CAMPG;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_YOUT;MIRAD_TOWER_LEVEL_;NORTH_NORTHO_GATEH,Capital;Mirado;Capital;Capeast;Deadriver;Mirado;Deadriver;Capeast;Mirado;Northo,saint,164.6,37.0,61.5,8.5,True,True,True,False
277,trav_0277,mapmaker,2036,2036,CAPIT_INNER_TENEME,MIRAD_MIRADO_GATE_,CAPIT_INNER_TENEME;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;NORTH_NORTHO_MARKE;DEADR_BROKEN_DEADR;MIRAD_MIRADO_GATE_,Capital;Deadriver;Mirado;Deadriver;Mirado;Northo;Deadriver;Mirado,saint,139.38,40.5,60.5,9.5,True,True,True,False
278,trav_0278,teen,2032,2032,DENSM_OVERPASS_GRA,CAPIT_SENATE_SQUAR,DENSM_OVERPASS_GRA;CAPEA_CAPEAST_WALM;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_STRI;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_ARTE;CAPIT_SENATE_SQUAR,Densmok;Capeast;Deadriver;Capeast;Densmok;Capeast;Capital,ordinary,125.26,23.5,27.5,6.5,False,True,False,False
279,trav_0279,teen,2035,2035,CAPEA_MIRADO_STICK,CAPEA_DEAD_RIVER_O,CAPEA_MIRADO_STICK;DEADR_DEAD_RIVER_W;CAPEA_DEAD_RIVER_O;DENSM_DENSMOK_HILL;CAPEA_DEAD_RIVER_O,Capeast;Deadriver;Capeast;Densmok;Capeast,burned_out,72.82,16.0,23.5,7.5,False,True,False,True
280,trav_0280,mapmaker,2030,2030,CAPIT_DEADRIVER_FE,CAPEA_DUSTY_SOCCER,CAPIT_DEADRIVER_FE;MIRAD_TOWER_LEVEL_;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;DEADR_BROKEN_DEADR;MIRAD_MIRADO_GATE_;NORTH_NORTHO_MARKE;CAPIT_DEADRIVER_FE;CAPEA_DUSTY_SOCCER,Capital;Mirado;Deadriver;Mirado;Deadriver;Mirado;Northo;Capital;Capeast,saint,153.33,39.0,66.0,9.5,True,True,True,False
281,trav_0281,teen,2037,2037,DENSM_DENSMOK_BUS_,YELLE_YELLER_QUARR,DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH;DEADR_BROKEN_DEADR;YELLE_YELLER_QUARR,Densmok;Capital;Deadriver;Yeller,witch,56.17,17.0,19.0,8.0,False,True,False,False
282,trav_0282,mapmaker,2034,2034,CAPIT_PAPER_BINDER,DEADR_BROKEN_DEADR,CAPIT_PAPER_BINDER;DEADR_BROKEN_DEADR;DEADR_DEAD_RIVER_W;CAPIT_INNER_TENEME;MIRAD_TOWER_LEVEL_;CAPIT_CAPITAL_TRAI;YELLE_TRAP_FIELDS_;DEADR_BROKEN_DEADR,Capital;Deadriver;Deadriver;Capital;Mirado;Capital;Yeller;Deadriver,missing,124.23,39.5,48.0,9.0,True,True,False,False
283,trav_0283,trader,2036,2036,YELLE_YELLER_QUARR,CAPIT_SENATE_SQUAR,YELLE_YELLER_QUARR;DEADR_FERRYMANS_DO;MIRAD_MIRADO_GATE_;NORTH_COLLAPSED_CH;DEADR_DEAD_RIVER_W;MIRAD_MIRADO_STICK;CAPIT_SENATE_SQUAR,Yeller;Deadriver;Mirado;Northo;Deadriver;Mirado;Capital,saint,113.57,31.0,50.0,9.0,True,True,True,False
284,trav_0284,novice,2035,2035,CAPIT_KACHOT_CARDH,CAPIT_CAPITAL_TRAI,CAPIT_KACHOT_CARDH;NORTH_TRIAL_FIELD_;CAPIT_CAPITAL_TRAI;CAPEA_CAPEAST_WALM;CAPIT_CAPITAL_TRAI,Capital;Northo;Capital;Capeast;Capital,burned_out,77.0,15.0,19.5,6.5,False,False,True,True
285,trav_0285,trader,2035,2035,DENSM_DENSMOK_BUS_,MIRAD_MIRADO_STICK,DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_QU;YELLE_STALL_TOWN_B;YELLE_STALL_TOWN_B;CAPIT_SENATE_SQUAR;CAPIT_CAPITAL_TRAI;DEADR_FERRYMANS_DO;YELLE_YELLER_GUIDE;YELLE_OLD_ROPE_BRI;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_W;MIRAD_MIRADO_STICK,Densmok;Capital;Yeller;Yeller;Capital;Capital;Deadriver;Yeller;Yeller;Yeller;Deadriver;Mirado,archivist,167.5,52.0,67.5,8.5,True,True,False,False
286,trav_0286,senator,2037,2037,CAPIT_CITY_WALL_QU,DEADR_BROKEN_DEADR,CAPIT_CITY_WALL_QU;CAPEA_CAPEAST_ARTE;DEADR_BROKEN_DEADR,Capital;Capeast;Deadriver,missing,36.76,9.5,10.5,6.0,False,True,False,False
287,trav_0287,teen,2034,2034,CAPEA_CAPEAST_ARTE,DEADR_DEAD_RIVER_E,CAPEA_CAPEAST_ARTE;DENSM_OLD_QUARRY_R;CAPIT_KACHOT_CARDH;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_STRI;CAPIT_OUTER_ARCHIV;DEADR_DEAD_RIVER_E,Capeast;Densmok;Capital;Densmok;Capeast;Capital;Deadriver,missing,111.56,24.0,27.0,7.5,False,True,False,False
288,trav_0288,trader,2031,2031,DENSM_DENSMOK_BUS_,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_BUS_;YELLE_YELLER_GUIDE;YELLE_STALL_TOWN_W;CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O,Densmok;Yeller;Yeller;Capital;Capeast,archivist,73.1,15.0,19.5,5.5,False,False,False,False
289,trav_0289,novice,2035,2035,CAPIT_PAPER_BINDER,NORTH_TRIAL_FIELD_,CAPIT_PAPER_BINDER;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_STO;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV;NORTH_HOUSE_OF_STO;MIRAD_MIRADO_GATE_;NORTH_TRIAL_FIELD_,Capital;Northo;Mirado;Northo;Mirado;Capital;Northo;Mirado;Northo,saint,164.1,30.0,66.5,9.5,True,False,True,False
290,trav_0290,archivist,2031,2031,CAPIT_CITY_WALL_EA,CAPEA_RIVERSLAND_H,CAPIT_CITY_WALL_EA;DENSM_DENSMOK_HILL;CAPIT_INNER_TENEME;DEADR_FERRYMANS_DO;MIRAD_TOWER_LEVEL_;NORTH_TRIAL_FIELD_;MIRAD_TOWER_LEVEL_;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_H,Capital;Densmok;Capital;Deadriver;Mirado;Northo;Mirado;Deadriver;Capeast,saint,147.45,37.5,57.5,9.5,True,True,True,False
291,trav_0291,teen,2033,2033,CAPEA_RIVERSLAND_S,CAPIT_KACHOT_CARDH,CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_EA;DENSM_SMOKELINE_IN;YELLE_BONE_HUSK_MA;CAPIT_KACHOT_CARDH,Capeast;Capital;Densmok;Yeller;Capital,ordinary,75.2,17.0,19.0,5.5,False,False,False,False
292,trav_0292,novice,2030,2030,NORTH_PILGRIM_WAY_,YELLE_FLOODED_SINK,NORTH_PILGRIM_WAY_;MIRAD_MIRADO_GATE_;CAPIT_DEADRIVER_FE;NORTH_TRIAL_FIELD_;CAPIT_INNER_TENEME;NORTH_TRIAL_FIELD_;CAPIT_CITY_WALL_EA;DEADR_FERRYMANS_DO;YELLE_FLOODED_SINK,Northo;Mirado;Capital;Northo;Capital;Northo;Capital;Deadriver;Yeller,saint,162.28,33.5,58.5,8.5,True,True,True,False
293,trav_0293,teen,2033,2033,DENSM_DENSMOK_HILL,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_HILL;CAPIT_DEADRIVER_FE;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_ARTE;DEADR_DEAD_RIVER_E;CAPIT_KACHOT_CARDH,Densmok;Capital;Yeller;Deadriver;Capeast;Deadriver;Capital,witch,111.22,29.0,36.0,7.0,False,True,False,False
294,trav_0294,trader,2035,2035,YELLE_YELLER_QUARR,CAPEA_CAPEAST_USED,YELLE_YELLER_QUARR;YELLE_OLD_ROPE_BRI;CAPIT_CENTRAL_ARCH;YELLE_YELLER_QUARR;CAPIT_INNER_TENEME;YELLE_QUARRY_RIM_S;DEADR_FERRYMANS_DO;MIRAD_MIRADO_GATE_;CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_USED,Yeller;Yeller;Capital;Yeller;Capital;Yeller;Deadriver;Mirado;Capital;Capeast,archivist,176.63,49.0,60.0,9.0,True,True,False,False
295,trav_0295,archivist,2031,2031,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_USED,CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_STRI;CAPEA_RIVERSLAND_S;DENSM_OVERPASS_GRA;CAPEA_CAPEAST_USED,Capital;Densmok;Capeast;Densmok;Capeast,burned_out,84.28,11.5,15.5,5.5,False,False,False,False
