trajectory_id,trajectory_name,origin_form_id,origin_form_name,destination_form_id,destination_form_name,origin_basin_id,destination_basin_id,trajectory_type,total_distance,geodesic_distance,efficiency,duration_days,waypoint_count,waypoint_ids,basin_crossings,ridge_crossings,directness,confidence_at_origin,arrival_accuracy,outcome,entity_type,entity_id,first_documented,documenter,documentation_method,confidence,notes
NT-0370,Path to Form 0059,MS-0091,Form 0091,MS-0059,Form 0059,BA-026,BA-038,developmental,3.0,1.8815,0.495,304,2,"MS-0019,MS-0023",3,1,0.428,0.8,0.4593,trapped,phenomenon,EN-100,918,C. Vells,direct_observation,0.567,Observed by C. Vells in Year 918.
NT-0371,Primary Descent to BA-026,MS-0053,Form 0053,MS-0041,Form 0041,BA-024,BA-026,exploratory,3.0,1.6105,0.228,343,2,"MS-0001,MS-0040",3,0,0.194,0.215,0.4035,dissolved,phenomenon,,932,Boundary Commission,direct_observation,0.535,Trajectory documented over 343 days.
NT-0372,Form 0042 Trajectory 92,MS-0055,Form 0055,MS-0042,Form 0042,BA-026,BA-032,developmental,1.9809,1.428,0.721,229,2,"MS-0002,MS-0080",4,0,0.839,0.8,0.0,successful_arrival,creature,,927,R. Voss,direct_observation,0.513,Observed by R. Voss in Year 927.
NT-0373,Second Form 0078 Approach,MS-0086,Form 0086,MS-0078,Form 0078,BA-011,BA-022,instinctive,0.5883,0.4389,0.746,77,2,"MS-0022,MS-0097",2,3,0.836,0.8,0.3499,adjacent_arrival,structure,,930,C. Vells,direct_observation,0.993,
NT-0374,Northern Descent to BA-034,MS-0012,Form 0012,MS-0065,Form 0065,BA-042,BA-034,regenerative,1.9549,1.3428,0.687,227,6,"MS-0096,MS-0084,MS-0098,MS-0068,MS-0098,MS-0010",3,4,0.806,0.351,0.4519,adjacent_arrival,phenomenon,EN-314,927,T. Vells,direct_observation,0.57,Efficiency: 0.69 of geodesic optimum.
NT-0375,Rapid Descent to BA-006,MS-0066,Form 0066,MS-0006,The Septenary Rhythm,BA-018,BA-006,regenerative,2.7269,1.1932,0.438,306,0,,4,1,0.519,0.316,0.2769,partial_arrival,creature,,928,C. Vells,direct_observation,0.938,Observed by C. Vells in Year 928.
NT-0376,Eastern Descent to BA-042,MS-0047,Form 0047,MS-0035,Form 0035,BA-027,BA-042,forced,1.5645,1.156,0.739,206,1,MS-0059,3,0,0.794,0.203,0.0,successful_arrival,creature,,924,Western Archive Team,form_tracking,0.619,Trajectory documented over 206 days.
NT-0377,Eastern Form 0087 Approach,MS-0049,Form 0049,MS-0087,Form 0087,BA-045,BA-004,instinctive,3.0,0.5927,0.174,306,1,MS-0017,3,1,0.167,0.8,0.0966,lost,creature,EN-491,923,C. Vells,direct_observation,0.791,Efficiency: 0.17 of geodesic optimum.
NT-0378,Gradual Form 0023 Approach,MS-0023,Form 0023,MS-0023,Form 0023,BA-041,BA-041,regenerative,0.0106,0.01,0.945,34,4,"MS-0064,MS-0039,MS-0073,MS-0023",0,1,1.0,0.645,0.0,successful_arrival,creature,,932,Western Archive Team,direct_observation,0.914,Observed by Western Archive Team in Year 932.
NT-0379,Northern Descent to BA-032,MS-0006,The Septenary Rhythm,MS-0082,Form 0082,BA-006,BA-032,exploratory,1.8955,1.1011,0.581,201,1,MS-0079,3,4,0.633,0.601,0.1932,partial_arrival,creature,EN-335,921,C. Vells,experimental_induction,0.505,Efficiency: 0.58 of geodesic optimum.
NT-0380,Form 0034 Trajectory 65,MS-0083,Form 0083,MS-0034,Form 0034,BA-048,BA-015,instinctive,1.3768,1.1844,0.86,150,2,"MS-0075,MS-0085",4,4,0.906,0.8,0.0,successful_arrival,behavior_pattern,EN-009,923,K. Strand,form_tracking,0.747,
NT-0381,Journey 297,MS-0055,Form 0055,MS-0077,Form 0077,BA-026,BA-009,exploratory,2.1508,1.7323,0.805,262,1,MS-0079,4,1,0.815,0.673,0.0,successful_arrival,collective,,929,R. Voss,direct_observation,0.65,Trajectory documented over 262 days.
NT-0382,Second Form 0059 Approach,,,MS-0059,Form 0059,,BA-038,developmental,0.1658,0.1622,0.978,6,8,"MS-0068,MS-0062,MS-0011,MS-0061,MS-0014,MS-0015,MS-0095,MS-0056",4,1,0.8,0.8,0.0,successful_arrival,collective,EN-445,926,T. Vells,experimental_induction,0.875,Trajectory documented over 6 days.
NT-0383,Path to Form 0032,MS-0064,Form 0064,MS-0032,Form 0032,BA-003,BA-038,regenerative,0.4727,0.3943,0.834,78,1,MS-0035,4,3,0.698,0.471,0.0,successful_arrival,creature,EN-190,930,R. Voss,form_tracking,0.925,System showed regenerative navigation pattern.
NT-0384,Rapid Form 0100 Approach,MS-0094,Form 0094,MS-0100,Form 0100,BA-002,BA-017,regenerative,2.8261,1.2218,0.432,321,3,"MS-0049,MS-0010,MS-0025",2,0,0.51,0.443,0.0818,trapped,phenomenon,EN-477,922,K. Strand,direct_observation,0.849,Trajectory documented over 321 days.
NT-0385,Form 0010 Trajectory 91,MS-0073,Form 0073,MS-0010,Form 0010,BA-011,BA-001,regenerative,1.4775,1.0494,0.71,153,5,"MS-0001,MS-0067,MS-0034,MS-0001,MS-0089",4,4,0.605,0.53,0.0,successful_arrival,collective,,929,T. Vells,experimental_induction,0.753,Efficiency: 0.71 of geodesic optimum.
NT-0386,Journey 851,MS-0095,Form 0095,MS-0096,Form 0096,BA-050,BA-038,learned,3.0,1.4987,0.447,324,1,MS-0061,3,0,0.464,0.628,0.4297,trapped,structure,EN-273,929,Archive Survey Team,direct_observation,0.759,3 basin boundaries crossed during navigation.
NT-0387,Second Descent to BA-041,MS-0020,Form 0020,MS-0023,Form 0023,BA-038,BA-041,regenerative,1.8514,1.1784,0.636,214,5,"MS-0009,MS-0070,MS-0092,MS-0090,MS-0046",4,3,0.633,0.689,0.1141,adjacent_arrival,creature,,926,C. Vells,direct_observation,0.547,Observed by C. Vells in Year 926.
NT-0388,Form 0069 Trajectory 2,MS-0070,Form 0070,MS-0069,Form 0069,BA-033,BA-039,regenerative,0.3315,0.3135,0.945,36,3,"MS-0009,MS-0058,MS-0006",2,2,0.941,0.335,0.0,successful_arrival,phenomenon,,921,C. Vells,experimental_induction,0.819,2 basin boundaries crossed during navigation.
NT-0389,Form 0023 Trajectory 86,MS-0056,Form 0056,MS-0023,Form 0023,BA-038,BA-041,exploratory,2.4596,1.1784,0.479,278,3,"MS-0082,MS-0094,MS-0067",1,0,0.441,0.224,0.2926,partial_arrival,structure,,918,C. Vells,direct_observation,0.597,Passed through 3 intermediate forms.
NT-0390,Path to Form 0043,MS-0076,Form 0076,MS-0043,Form 0043,BA-026,BA-010,exploratory,3.0,2.0,0.185,330,2,"MS-0002,MS-0091",4,2,0.176,0.201,0.1084,lost,creature,,931,R. Voss,form_tracking,0.854,Trajectory documented over 330 days.
NT-0391,Journey 956,MS-0096,Form 0096,MS-0008,Form 0008,BA-038,BA-036,exploratory,3.0,1.2042,0.181,325,4,"MS-0034,MS-0024,MS-0010,MS-0024",1,0,0.189,0.61,0.1207,dissolved,creature,,922,K. Strand,experimental_induction,0.819,
NT-0392,Journey 510,,,MS-0004,The Tension,,BA-003,developmental,0.5834,0.4937,0.846,72,1,MS-0022,4,2,0.982,0.8,0.0,successful_arrival,collective,EN-091,923,K. Strand,form_tracking,0.606,Trajectory documented over 72 days.
NT-0393,Path to Form 0022,MS-0010,Form 0010,MS-0022,Form 0022,BA-001,BA-005,developmental,1.1001,0.825,0.75,156,6,"MS-0067,MS-0044,MS-0050,MS-0063,MS-0091,MS-0074",3,0,0.767,0.8,0.0,successful_arrival,creature,,922,T. Vells,retrospective_inference,0.602,3 basin boundaries crossed during navigation.
NT-0394,Journey 784,MS-0043,Form 0043,MS-0097,Form 0097,BA-010,BA-025,developmental,2.3874,1.0298,0.431,280,5,"MS-0089,MS-0023,MS-0095,MS-0082,MS-0013",2,2,0.467,0.8,0.3941,partial_arrival,structure,EN-282,932,K. Strand,form_tracking,0.712,
NT-0395,Path to Form 0071,MS-0067,Form 0067,MS-0071,Form 0071,BA-046,BA-044,developmental,1.7564,1.6728,0.952,217,7,"MS-0060,MS-0058,MS-0071,MS-0016,MS-0018,MS-0084,MS-0035",3,4,0.787,0.8,0.0,successful_arrival,creature,,921,C. Vells,direct_observation,0.94,3 basin boundaries crossed during navigation.
NT-0396,Eastern Descent to BA-030,MS-0060,Form 0060,MS-0051,Form 0051,BA-023,BA-030,instinctive,2.156,1.769,0.82,200,2,"MS-0047,MS-0062",3,2,0.846,0.8,0.0,successful_arrival,structure,,920,C. Vells,experimental_induction,0.567,
NT-0397,Efficient Descent to BA-027,MS-0046,Form 0046,MS-0040,Form 0040,BA-039,BA-027,instinctive,1.1489,0.8581,0.747,147,0,,2,1,0.675,0.8,0.0,successful_arrival,structure,,931,Western Archive Team,direct_observation,0.557,Passed through 0 intermediate forms.
NT-0398,Turbulent Form 0074 Approach,MS-0092,Form 0092,MS-0074,Form 0074,BA-002,BA-004,regenerative,2.0174,1.1273,0.559,227,1,MS-0015,4,1,0.597,0.577,0.1958,partial_arrival,structure,,925,C. Vells,direct_observation,0.924,Passed through 1 intermediate forms.
NT-0399,Journey 552,MS-0022,Form 0022,MS-0088,Form 0088,BA-005,BA-040,developmental,1.4275,1.2194,0.854,185,5,"MS-0022,MS-0046,MS-0050,MS-0024,MS-0076",3,1,0.897,0.8,0.0,successful_arrival,creature,,924,R. Voss,direct_observation,0.875,Passed through 5 intermediate forms.
NT-0400,Journey 300,,,MS-0082,Form 0082,,BA-032,developmental,1.0158,0.9643,0.949,91,2,"MS-0052,MS-0049",3,1,0.854,0.8,0.0,successful_arrival,creature,,919,Boundary Commission,direct_observation,0.934,Efficiency: 0.95 of geodesic optimum.
NT-0401,Path to Form 0073,MS-0042,Form 0042,MS-0073,Form 0073,BA-032,BA-011,developmental,2.1372,1.6109,0.754,245,4,"MS-0006,MS-0014,MS-0061,MS-0064",1,1,0.627,0.8,0.0,successful_arrival,phenomenon,,920,Boundary Commission,experimental_induction,0.846,Passed through 4 intermediate forms.
NT-0402,Path to Form 0053,MS-0092,Form 0092,MS-0053,Form 0053,BA-002,BA-024,forced,1.4323,1.0743,0.75,133,5,"MS-0061,MS-0090,MS-0035,MS-0025,MS-0025",4,1,0.873,0.325,0.0,successful_arrival,phenomenon,,925,T. Vells,direct_observation,0.515,System showed forced navigation pattern.
NT-0403,Northern Form 0026 Approach,MS-0018,Form 0018,MS-0026,Form 0026,BA-025,BA-043,learned,0.3687,0.3638,0.987,52,0,,2,1,0.839,0.237,0.0,successful_arrival,creature,,923,K. Strand,direct_observation,0.635,Trajectory documented over 52 days.
NT-0404,Northern Form 0093 Approach,MS-0017,Form 0017,MS-0093,Form 0093,BA-023,BA-007,exploratory,1.2915,0.7529,0.583,152,0,,3,3,0.59,0.516,0.3526,trapped,creature,,931,C. Vells,direct_observation,0.964,Trajectory documented over 152 days.
NT-0405,Rapid Form 0012 Approach,MS-0098,Form 0098,MS-0012,Form 0012,BA-017,BA-042,regenerative,1.7876,1.594,0.892,178,1,MS-0061,1,2,1.0,0.3,0.0,successful_arrival,behavior_pattern,,923,R. Voss,experimental_induction,0.703,System showed regenerative navigation pattern.
NT-0406,Journey 915,MS-0047,Form 0047,MS-0008,Form 0008,BA-027,BA-036,developmental,1.6689,0.8183,0.49,173,0,,1,0,0.475,0.8,0.4897,ongoing,behavior_pattern,EN-094,921,T. Vells,experimental_induction,0.958,1 basin boundaries crossed during navigation.
NT-0407,Secondary Form 0054 Approach,MS-0059,Form 0059,MS-0054,Form 0054,BA-038,BA-025,developmental,2.0117,0.9062,0.45,220,4,"MS-0085,MS-0096,MS-0090,MS-0095",2,0,0.376,0.8,0.4056,partial_arrival,collective,,930,T. Vells,direct_observation,0.975,Trajectory documented over 220 days.
NT-0408,Form 0067 Trajectory 44,MS-0064,Form 0064,MS-0067,Form 0067,BA-003,BA-046,developmental,1.6456,1.2756,0.775,202,5,"MS-0052,MS-0006,MS-0046,MS-0062,MS-0076",4,0,0.642,0.8,0.0,successful_arrival,creature,EN-022,929,R. Voss,retrospective_inference,0.6,Efficiency: 0.78 of geodesic optimum.
NT-0409,Form 0092 Trajectory 92,MS-0085,Form 0085,MS-0092,Form 0092,BA-014,BA-002,developmental,0.9004,0.7409,0.823,121,8,"MS-0068,MS-0035,MS-0050,MS-0095,MS-0046,MS-0100,MS-0062,MS-0090",2,0,0.824,0.8,0.0,successful_arrival,phenomenon,,921,Archive Survey Team,direct_observation,0.776,Observed by Archive Survey Team in Year 921.
NT-0410,Gradual Form 0010 Approach,MS-0038,Form 0038,MS-0010,Form 0010,BA-046,BA-001,exploratory,3.0,1.2151,0.386,303,1,MS-0034,2,3,0.309,0.449,0.1852,trapped,behavior_pattern,,926,Boundary Commission,direct_observation,0.987,Observed by Boundary Commission in Year 926.
NT-0411,Path to Form 0053,MS-0034,Form 0034,MS-0053,Form 0053,BA-015,BA-024,exploratory,0.8603,0.4518,0.525,111,3,"MS-0066,MS-0026,MS-0014",1,0,0.479,0.672,0.1596,trapped,structure,,927,Archive Survey Team,direct_observation,0.842,Trajectory documented over 111 days.
NT-0412,Winding Form 0083 Approach,MS-0043,Form 0043,MS-0083,Form 0083,BA-010,BA-048,instinctive,3.0,1.1605,0.18,330,3,"MS-0020,MS-0026,MS-0060",4,3,0.179,0.8,0.1751,dissolved,structure,,929,Western Archive Team,direct_observation,0.675,Efficiency: 0.18 of geodesic optimum.
NT-0413,The Five-Body Form Trajectory 27,MS-0087,Form 0087,MS-0027,The Five-Body Form,BA-004,BA-005,exploratory,3.0,1.0159,0.132,311,2,"MS-0008,MS-0098",3,0,0.114,0.57,0.2727,lost,creature,EN-334,932,Archive Survey Team,direct_observation,0.832,3 basin boundaries crossed during navigation.
NT-0414,Path to Form 0078,MS-0065,Form 0065,MS-0078,Form 0078,BA-034,BA-022,chaotic,1.9032,1.182,0.621,173,1,MS-0054,2,1,0.743,0.259,0.2592,partial_arrival,structure,,920,T. Vells,direct_observation,0.891,Efficiency: 0.62 of geodesic optimum.
NT-0415,Form 0015 Trajectory 96,MS-0070,Form 0070,MS-0015,Form 0015,BA-033,BA-011,learned,1.6263,0.9594,0.59,202,0,,3,2,0.563,0.699,0.2059,adjacent_arrival,behavior_pattern,,920,R. Voss,experimental_induction,0.702,Passed through 0 intermediate forms.
NT-0416,Eastern Descent to BA-004,,,MS-0087,Form 0087,,BA-004,developmental,0.8821,0.8055,0.913,123,3,"MS-0036,MS-0040,MS-0100",2,3,0.968,0.8,0.0,successful_arrival,phenomenon,EN-436,921,Archive Survey Team,form_tracking,0.602,Observed by Archive Survey Team in Year 921.
NT-0417,Winding Form 0048 Approach,MS-0041,Form 0041,MS-0048,Form 0048,BA-026,BA-023,learned,2.3471,1.848,0.787,271,2,"MS-0022,MS-0098",2,3,0.92,0.359,0.3261,adjacent_arrival,behavior_pattern,,919,T. Vells,form_tracking,0.971,System showed learned navigation pattern.
NT-0418,Path to Form 0058,MS-0042,Form 0042,MS-0058,Form 0058,BA-032,BA-010,developmental,1.9349,1.5632,0.808,226,3,"MS-0054,MS-0020,MS-0046",3,2,0.857,0.8,0.0,successful_arrival,phenomenon,,930,R. Voss,direct_observation,0.9,Trajectory documented over 226 days.
NT-0419,Direct Form 0089 Approach,MS-0019,Form 0019,MS-0089,Form 0089,BA-012,BA-002,developmental,0.6797,0.5201,0.765,63,3,"MS-0047,MS-0025,MS-0060",2,2,0.681,0.8,0.0,successful_arrival,creature,EN-105,923,Archive Survey Team,form_tracking,0.906,System showed developmental navigation pattern.
NT-0420,Eastern Descent to BA-019,MS-0064,Form 0064,MS-0052,Form 0052,BA-003,BA-019,forced,0.9834,0.955,0.971,101,4,"MS-0073,MS-0029,MS-0020,MS-0081",3,3,1.0,0.669,0.0,successful_arrival,creature,,925,Archive Survey Team,direct_observation,0.502,3 basin boundaries crossed during navigation.
NT-0421,Secondary Form 0018 Approach,MS-0046,Form 0046,MS-0018,Form 0018,BA-039,BA-025,regenerative,0.6388,0.5642,0.883,62,5,"MS-0046,MS-0071,MS-0073,MS-0004,MS-0055",4,3,0.923,0.243,0.0,successful_arrival,structure,EN-155,920,Western Archive Team,direct_observation,0.752,Observed by Western Archive Team in Year 920.
NT-0422,Form 0016 Trajectory 20,MS-0063,Form 0063,MS-0016,Form 0016,BA-007,BA-034,exploratory,1.4408,1.4277,0.991,146,0,,3,0,0.939,0.634,0.0,successful_arrival,behavior_pattern,EN-445,918,Western Archive Team,direct_observation,0.671,
NT-0423,Third Form 0060 Approach,MS-0016,Form 0016,MS-0060,Form 0060,BA-034,BA-023,forced,1.9289,1.8786,0.974,190,1,MS-0076,2,0,1.0,0.564,0.0,successful_arrival,creature,,927,K. Strand,direct_observation,0.99,Efficiency: 0.97 of geodesic optimum.
NT-0424,Circuitous Form 0080 Approach,MS-0086,Form 0086,MS-0080,Form 0080,BA-011,BA-040,developmental,0.6434,0.4908,0.763,73,2,"MS-0099,MS-0010",3,2,0.632,0.8,0.0,successful_arrival,collective,EN-457,921,Western Archive Team,experimental_induction,0.734,Passed through 2 intermediate forms.
NT-0425,Path to Form 0094,,,MS-0094,Form 0094,,BA-002,developmental,0.4381,0.421,0.961,43,1,MS-0077,4,4,1.0,0.8,0.0,successful_arrival,collective,EN-001,929,Western Archive Team,form_tracking,0.73,Observed by Western Archive Team in Year 929.
NT-0426,Journey 977,MS-0098,Form 0098,MS-0004,The Tension,BA-017,BA-003,forced,1.5626,1.099,0.703,194,1,MS-0003,4,1,0.614,0.485,0.0,successful_arrival,creature,EN-083,920,K. Strand,direct_observation,0.826,4 basin boundaries crossed during navigation.
NT-0427,Journey 530,MS-0030,Form 0030,MS-0080,Form 0080,BA-032,BA-040,exploratory,1.972,1.7116,0.868,226,4,"MS-0051,MS-0044,MS-0036,MS-0029",4,3,0.864,0.244,0.0,successful_arrival,creature,,926,Western Archive Team,experimental_induction,0.724,Observed by Western Archive Team in Year 926.
NT-0428,Third Form 0023 Approach,MS-0076,Form 0076,MS-0023,Form 0023,BA-026,BA-041,developmental,1.3306,0.9833,0.739,160,3,"MS-0023,MS-0083,MS-0008",3,0,0.663,0.8,0.0,successful_arrival,creature,EN-224,925,C. Vells,direct_observation,0.811,System showed developmental navigation pattern.
NT-0429,Journey 811,MS-0059,Form 0059,MS-0022,Form 0022,BA-038,BA-005,instinctive,1.0505,0.7956,0.757,104,3,"MS-0039,MS-0008,MS-0009",4,2,0.82,0.8,0.0,successful_arrival,creature,,925,Archive Survey Team,retrospective_inference,0.856,Observed by Archive Survey Team in Year 925.
NT-0430,Eastern Descent to BA-012,MS-0022,Form 0022,MS-0019,Form 0019,BA-005,BA-012,exploratory,3.0,2.0,0.577,338,1,MS-0020,2,3,0.488,0.633,0.2604,trapped,collective,,923,Boundary Commission,retrospective_inference,0.79,Passed through 1 intermediate forms.
NT-0431,Path to Form 0046,MS-0076,Form 0076,MS-0046,Form 0046,BA-026,BA-039,exploratory,1.2861,1.1686,0.909,171,0,,4,4,0.867,0.565,0.0,successful_arrival,collective,EN-296,920,Archive Survey Team,form_tracking,0.975,
NT-0432,Form 0091 Trajectory 76,,,MS-0091,Form 0091,,BA-026,developmental,0.6664,0.5619,0.843,53,2,"MS-0015,MS-0052",4,2,0.974,0.8,0.0,successful_arrival,structure,,924,Archive Survey Team,direct_observation,0.835,System showed developmental navigation pattern.
NT-0433,Circuitous Descent to BA-011,MS-0080,Form 0080,MS-0086,Form 0086,BA-040,BA-011,forced,3.0,0.4908,0.111,346,1,MS-0056,2,0,0.12,0.664,0.0506,dissolved,phenomenon,,925,Boundary Commission,experimental_induction,0.937,Trajectory documented over 346 days.
NT-0434,Second Descent to BA-011,MS-0069,Form 0069,MS-0086,Form 0086,BA-039,BA-011,regenerative,0.7165,0.6502,0.907,76,0,,2,3,0.938,0.241,0.0,successful_arrival,structure,EN-392,925,Boundary Commission,retrospective_inference,0.783,
NT-0435,Northern Form 0054 Approach,MS-0011,Form 0011,MS-0054,Form 0054,BA-002,BA-025,exploratory,1.7289,0.8916,0.516,191,5,"MS-0028,MS-0003,MS-0022,MS-0079,MS-0016",2,1,0.502,0.419,0.0856,partial_arrival,creature,,925,Archive Survey Team,direct_observation,0.603,Observed by Archive Survey Team in Year 925.
NT-0436,Second Form 0016 Approach,MS-0040,Form 0040,MS-0016,Form 0016,BA-027,BA-034,developmental,0.8603,0.7425,0.863,82,3,"MS-0074,MS-0044,MS-0048",3,2,0.775,0.8,0.0,successful_arrival,behavior_pattern,EN-022,924,R. Voss,experimental_induction,0.732,3 basin boundaries crossed during navigation.
NT-0437,Form 0095 Trajectory 59,MS-0045,Form 0045,MS-0095,Form 0095,BA-003,BA-050,regenerative,3.0,1.6534,0.176,319,3,"MS-0053,MS-0017,MS-0006",4,3,0.162,0.346,0.0509,dissolved,collective,EN-391,919,Archive Survey Team,direct_observation,0.814,Observed by Archive Survey Team in Year 919.
NT-0438,Form 0050 Trajectory 23,MS-0072,Form 0072,MS-0050,Form 0050,BA-038,BA-030,exploratory,2.0028,1.6474,0.823,216,2,"MS-0086,MS-0032",2,2,0.831,0.662,0.0,successful_arrival,creature,,920,K. Strand,experimental_induction,0.59,Trajectory documented over 216 days.
NT-0439,Efficient Form 0091 Approach,,,MS-0091,Form 0091,,BA-026,developmental,1.1272,0.9045,0.802,94,1,MS-0045,3,0,0.791,0.8,0.0,successful_arrival,structure,EN-008,932,Boundary Commission,direct_observation,0.902,Observed by Boundary Commission in Year 932.
NT-0440,Journey 142,MS-0074,Form 0074,MS-0078,Form 0078,BA-004,BA-022,forced,1.717,1.3061,0.761,163,3,"MS-0056,MS-0089,MS-0017",2,3,0.884,0.273,0.0,successful_arrival,creature,,932,T. Vells,direct_observation,0.812,Trajectory documented over 163 days.
NT-0441,Northern Form 0082 Approach,MS-0015,Form 0015,MS-0082,Form 0082,BA-011,BA-032,instinctive,3.0,1.6109,0.219,292,2,"MS-0096,MS-0071",3,3,0.178,0.8,0.2656,lost,creature,,932,K. Strand,form_tracking,0.66,3 basin boundaries crossed during navigation.
NT-0442,Path to Form 0020,MS-0088,Form 0088,MS-0020,Form 0020,BA-040,BA-038,regenerative,1.4664,1.1296,0.77,195,2,"MS-0039,MS-0036",2,2,0.861,0.288,0.0,successful_arrival,collective,,932,R. Voss,experimental_induction,0.74,Passed through 2 intermediate forms.
NT-0443,Form 0092 Trajectory 64,MS-0029,Form 0029,MS-0092,Form 0092,BA-008,BA-002,instinctive,3.0,1.7087,0.534,290,1,MS-0023,2,2,0.471,0.8,0.3519,ongoing,creature,,923,T. Vells,direct_observation,0.762,Passed through 1 intermediate forms.
NT-0444,Third The Septenary Rhythm Approach,MS-0074,Form 0074,MS-0006,The Septenary Rhythm,BA-004,BA-006,instinctive,1.8397,1.1944,0.649,164,3,"MS-0014,MS-0059,MS-0032",2,2,0.775,0.8,0.0976,adjacent_arrival,behavior_pattern,,932,K. Strand,direct_observation,0.799,System showed instinctive navigation pattern.
NT-0445,Rapid Form 0025 Approach,MS-0039,Form 0039,MS-0025,Form 0025,BA-007,BA-039,chaotic,1.2691,0.722,0.569,124,2,"MS-0044,MS-0084",3,4,0.5,0.266,0.2973,adjacent_arrival,structure,EN-460,928,Archive Survey Team,form_tracking,0.99,Efficiency: 0.57 of geodesic optimum.
NT-0446,Journey 812,MS-0096,Form 0096,MS-0032,Form 0032,BA-038,BA-038,developmental,0.0102,0.01,0.977,17,4,"MS-0025,MS-0089,MS-0100,MS-0029",0,1,0.924,0.8,0.0,successful_arrival,creature,,928,K. Strand,direct_observation,0.988,System showed developmental navigation pattern.
NT-0447,Path to Form 0090,MS-0006,The Septenary Rhythm,MS-0090,Form 0090,BA-006,BA-026,developmental,1.8605,1.4794,0.795,176,3,"MS-0025,MS-0091,MS-0079",1,0,0.921,0.8,0.0,successful_arrival,collective,,928,K. Strand,direct_observation,0.695,System showed developmental navigation pattern.
NT-0448,Journey 577,MS-0045,Form 0045,MS-0028,Form 0028,BA-003,BA-038,developmental,0.4821,0.3943,0.818,71,4,"MS-0015,MS-0021,MS-0095,MS-0087",4,0,0.854,0.8,0.0,successful_arrival,creature,,921,C. Vells,retrospective_inference,0.946,System showed developmental navigation pattern.
NT-0449,Turbulent Form 0028 Approach,MS-0036,Form 0036,MS-0028,Form 0028,BA-044,BA-038,regenerative,1.2914,1.2231,0.947,137,1,MS-0003,2,0,1.0,0.563,0.0,successful_arrival,phenomenon,,923,C. Vells,experimental_induction,0.505,Passed through 1 intermediate forms.
NT-0450,Eastern Form 0008 Approach,,,MS-0008,Form 0008,,BA-036,developmental,0.8484,0.6142,0.724,82,4,"MS-0070,MS-0035,MS-0073,MS-0031",2,3,0.77,0.8,0.0,successful_arrival,collective,EN-178,918,Archive Survey Team,direct_observation,0.707,Passed through 4 intermediate forms.
NT-0451,Western Descent to BA-032,MS-0030,Form 0030,MS-0082,Form 0082,BA-032,BA-032,exploratory,0.0132,0.01,0.757,17,1,MS-0037,0,0,0.747,0.601,0.0,successful_arrival,creature,,925,R. Voss,form_tracking,0.655,Efficiency: 0.76 of geodesic optimum.
NT-0452,Rapid Form 0058 Approach,MS-0090,Form 0090,MS-0058,Form 0058,BA-026,BA-010,forced,2.1715,2.0,0.921,262,4,"MS-0042,MS-0093,MS-0071,MS-0078",3,4,0.819,0.292,0.0,successful_arrival,phenomenon,,924,T. Vells,retrospective_inference,0.737,Efficiency: 0.92 of geodesic optimum.
NT-0453,Form 0051 Trajectory 21,MS-0055,Form 0055,MS-0051,Form 0051,BA-026,BA-030,developmental,0.4334,0.4018,0.927,62,3,"MS-0048,MS-0054,MS-0092",4,3,0.842,0.8,0.0,successful_arrival,creature,,918,Archive Survey Team,form_tracking,0.982,System showed developmental navigation pattern.
NT-0454,First Descent to BA-001,MS-0075,Form 0075,MS-0024,Form 0024,BA-009,BA-001,instinctive,1.6686,1.261,0.756,182,1,MS-0005,3,4,0.64,0.8,0.2662,adjacent_arrival,creature,EN-140,926,C. Vells,form_tracking,0.868,3 basin boundaries crossed during navigation.
NT-0455,Form 0080 Trajectory 43,MS-0015,Form 0015,MS-0080,Form 0080,BA-011,BA-040,developmental,0.6959,0.4908,0.705,51,1,MS-0021,3,0,0.583,0.8,0.0,successful_arrival,creature,EN-201,919,R. Voss,retrospective_inference,0.584,Trajectory documented over 51 days.
NT-0456,Primary Form 0040 Approach,,,MS-0040,Form 0040,,BA-027,developmental,1.5495,1.2616,0.814,153,2,"MS-0085,MS-0012",4,0,0.833,0.8,0.0,successful_arrival,creature,EN-483,918,Western Archive Team,direct_observation,0.527,Passed through 2 intermediate forms.
NT-0457,Path to Form 0050,MS-0020,Form 0020,MS-0050,Form 0050,BA-038,BA-030,forced,3.0,1.6474,0.441,307,1,MS-0032,3,4,0.387,0.278,0.4405,partial_arrival,creature,,928,T. Vells,direct_observation,0.891,Efficiency: 0.44 of geodesic optimum.
NT-0458,Secondary Descent to BA-015,MS-0017,Form 0017,MS-0003,The Breathing Mode,BA-023,BA-015,regenerative,1.1886,1.0597,0.892,98,0,,3,2,0.994,0.411,0.0,successful_arrival,collective,,924,K. Strand,retrospective_inference,0.732,Efficiency: 0.89 of geodesic optimum.
NT-0459,Path to Form 0050,MS-0060,Form 0060,MS-0050,Form 0050,BA-023,BA-030,exploratory,2.7224,1.769,0.65,272,1,MS-0050,1,0,0.628,0.305,0.2765,partial_arrival,structure,,926,T. Vells,direct_observation,0.563,Efficiency: 0.65 of geodesic optimum.
NT-0460,Form 0057 Trajectory 72,MS-0014,Form 0014,MS-0057,Form 0057,BA-014,BA-017,instinctive,1.941,1.7125,0.882,200,2,"MS-0009,MS-0011",3,3,0.708,0.8,0.0,successful_arrival,structure,,924,Boundary Commission,retrospective_inference,0.579,Observed by Boundary Commission in Year 924.
