survey_id,survey_name,survey_type,region_covered,basin_ids_covered,start_year,end_year,forms_cataloged,basins_mapped,ridges_traced,geodesics_calculated,curvature_points,anomalies_found,lead_surveyor,team_size,sponsoring_institution,primary_method,innovations,success_rating,key_findings,controversies,follow_up_surveys,notes
LS-0336,Year 931 Curvature Survey,curvature_grid,Curvature grid covering Western Boundary,"BA-006,BA-031",931,931,0,0,0,0,55,0,Hern Tollis,3,Western Archive,parallel_transport,Introduced confidence scoring system.,0.68,New geodesic path documented connecting Triad Basin to Quintic Basin.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0337,Survey LS-0337,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-027,BA-022,BA-020,BA-035,BA-030,BA-017,BA-003,BA-044,BA-032,BA-004,BA-002,BA-028,BA-050,BA-006,BA-042",932,932,7,1,3,2,6,0,C. Vells,2,Densmok Evaluation Group,form_triangulation,First use of parallel transport verification.,0.67,Ridge drift measured at 0.001 units per decade.,Team disagreement over form classifications.,,
LS-0338,Survey LS-0338,targeted_basin,Basin BA-034 and immediate neighbors,BA-034,919,919,15,1,3,2,7,0,Boundary Commission Lead,2,Boundary Commission,trajectory_analysis,Systematic grid approach adopted.,0.68,Ridge drift measured at 0.001 units per decade.,Team disagreement over form classifications.,"LS-0004,LS-0020",Standard survey protocol followed.
LS-0339,Survey LS-0339,curvature_grid,Curvature grid covering Western Boundary,"BA-048,BA-014,BA-044",921,921,0,0,0,0,39,0,Vanis Trem,3,Senate Survey,boundary_mapping,Introduced confidence scoring system.,0.61,Ridge drift measured at 0.004 units per decade.,,,Limited access to Curvature grid covering Western Boundary due to restrictions.
LS-0340,Survey LS-0340,form_catalog,Form census in Dens Adjacent Zone,"BA-050,BA-049,BA-016,BA-037,BA-028",919,920,43,4,0,0,0,0,T. Vells,3,Densmok Evaluation Group,form_triangulation,,0.9,Saddle point SP-087 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Part of multi-year mapping initiative.
LS-0341,Survey LS-0341,geodesic_trace,Geodesic paths through Western Boundary,BA-027,931,931,2,0,3,2,3,0,Independent Scholar,1,Independent Scholar,trajectory_analysis,,0.64,"Identified new basin boundary at coordinates (0.46, 0.49).",,,Limited access to Geodesic paths through Western Boundary due to restrictions.
LS-0342,Survey LS-0342,form_catalog,Form census in Shallow Basin Region,BA-028,922,922,28,5,0,0,0,0,Esseny Moll,2,Capital Philosophical Society,trajectory_analysis,New saddle point detection technique.,0.72,Discovered 28 previously undocumented forms.,,,Limited access to Form census in Shallow Basin Region due to restrictions.
LS-0343,Geodesic Trace Project 927,geodesic_trace,Geodesic paths through Outer Reaches,"BA-012,BA-024",927,927,5,0,3,6,8,0,Boundary Commission Lead,3,Western Archive,trajectory_analysis,,0.61,New geodesic path documented connecting Triad Basin to Breathing Hollow.,Methodology questioned by Senate Survey.,,
LS-0344,Survey 0344,form_catalog,Form census in Deep Attractor Zone,"BA-003,BA-006,BA-044,BA-007",923,923,10,2,0,0,0,0,C. Vells,2,Densmok Evaluation Group,trajectory_analysis,First use of parallel transport verification.,0.62,New geodesic path documented connecting Quintic Basin to Tension Basin.,Basin boundary disputed by independent researchers.,"LS-0008,LS-0020",Training survey for new team members.
LS-0345,Survey LS-0345,anomaly_investigation,Anomaly investigation near Northern Morphospace,"BA-034,BA-035",927,928,3,1,2,2,18,1,Boundary Commission Lead,4,Western Archive,historical_reconstruction,Combined multiple measurement methods.,0.58,Anomalous readings near Dens-correlated zone.,,,Used improved instrumentation from Year 930.
LS-0346,Year 929 Geodesic Survey,geodesic_trace,Geodesic paths through Northern Morphospace,"BA-043,BA-029",929,929,1,0,1,11,4,0,Esseny Moll,4,Independent Scholar,historical_reconstruction,New saddle point detection technique.,0.7,Anomalous readings near Dens-correlated zone.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0347,Survey 0347,form_catalog,Form census in Binary Region,"BA-047,BA-026,BA-035",932,932,10,5,0,0,0,1,Lorn Creeth,1,Capital Philosophical Society,trajectory_analysis,First use of parallel transport verification.,0.62,Discovered 10 previously undocumented forms.,Curvature measurements inconsistent with theoretical predictions.,,Training survey for new team members.
LS-0348,Survey LS-0348,anomaly_investigation,Anomaly investigation near Northern Morphospace,"BA-037,BA-011,BA-040,BA-006",931,931,1,1,1,0,5,0,T. Vells,1,Boundary Commission,form_triangulation,Systematic grid approach adopted.,0.59,Form stability higher than predicted in this region.,,,Survey conducted during favorable conditions.
LS-0349,Survey LS-0349,targeted_basin,Basin BA-040 and immediate neighbors,BA-040,923,923,5,1,3,1,4,1,Boundary Commission Lead,1,Independent Scholar,parallel_transport,Systematic grid approach adopted.,0.61,Basin depth measurement revised upward.,Results conflict with Year 928 survey.,,Independent verification of Archive results.
LS-0350,Survey 0350,geodesic_trace,Geodesic paths through Quintic Region,"BA-016,BA-043,BA-029",927,927,4,0,0,3,5,0,Archive Survey Team,1,Western Archive,similarity_inference,Developed improved triangulation method.,0.48,"Identified new basin boundary at coordinates (0.12, -0.36).",,,Limited access to Geodesic paths through Quintic Region due to restrictions.
LS-0351,Survey LS-0351,comprehensive,"Full morphospace grid, focus on Dens Adjacent Zone","BA-032,BA-029,BA-033,BA-021,BA-007",921,921,3,1,2,0,7,0,T. Vells,1,Senate Survey,form_triangulation,New saddle point detection technique.,0.57,"Identified new basin boundary at coordinates (0.2, -0.21).",Curvature measurements inconsistent with theoretical predictions.,,Used improved instrumentation from Year 924.
LS-0352,Survey LS-0352,geodesic_trace,Geodesic paths through Quintic Region,"BA-017,BA-022",921,921,4,0,0,10,9,0,Archive Survey Team,2,Western Archive,form_triangulation,Pioneered rapid-survey methodology.,0.63,Discovered 4 previously undocumented forms.,Methodology questioned by Capital Philosophical Society.,,Limited access to Geodesic paths through Quintic Region due to restrictions.
LS-0353,Survey LS-0353,anomaly_investigation,Anomaly investigation near Central Grid,"BA-019,BA-005,BA-028,BA-016",930,930,0,0,2,1,9,1,K. Strand,2,Independent Scholar,parallel_transport,Introduced confidence scoring system.,0.69,Basin depth measurement revised upward.,Methodology questioned by Senate Survey.,,Limited access to Anomaly investigation near Central Grid due to restrictions.
LS-0354,Survey LS-0354,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-021,BA-043,BA-014,BA-015,BA-003,BA-025,BA-034,BA-030,BA-022,BA-041",919,919,2,1,1,1,3,1,C. Vells,1,Western Archive,boundary_mapping,New saddle point detection technique.,0.5,Curvature measurements consistent with hyperbolic geometry.,Methodology questioned by Densmok Evaluation Group.,,
LS-0355,Survey 0355,form_catalog,Form census in Outer Reaches,"BA-049,BA-006",926,926,33,2,0,0,0,0,Vanis Trem,3,Western Archive,boundary_mapping,Pioneered rapid-survey methodology.,0.68,Ridge position differs from Year 924 survey by 0.01 units.,Results conflict with Year 920 survey.,"LS-0039,LS-0041",Survey conducted during favorable conditions.
LS-0356,Survey LS-0356,ridge_survey,Ridge system in Western Boundary,"BA-031,BA-035",918,918,0,0,13,0,37,0,Boundary Commission Lead,4,Independent Scholar,historical_reconstruction,Pioneered rapid-survey methodology.,0.78,"Identified new basin boundary at coordinates (0.05, 0.29).",,,Survey conducted during favorable conditions.
LS-0357,Survey LS-0357,anomaly_investigation,Anomaly investigation near Central Grid,"BA-026,BA-038,BA-031",930,930,3,0,1,2,6,1,Morren Kast,1,Western Archive,historical_reconstruction,,0.52,Saddle point SP-016 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0358,Survey LS-0358,comprehensive,"Full morphospace grid, focus on Ridge Network","BA-034,BA-023,BA-006,BA-044,BA-001,BA-031",932,932,13,6,16,5,38,0,T. Vells,6,Senate Survey,boundary_mapping,Systematic grid approach adopted.,0.86,Saddle point SP-082 position confirmed.,,,Survey conducted during favorable conditions.
LS-0359,Survey LS-0359,geodesic_trace,Geodesic paths through Shallow Basin Region,BA-035,918,918,4,0,3,2,8,0,Lorn Creeth,1,Senate Survey,form_triangulation,Introduced confidence scoring system.,0.66,"Identified new basin boundary at coordinates (0.18, -0.21).",,,Limited access to Geodesic paths through Shallow Basin Region due to restrictions.
LS-0360,Survey LS-0360,targeted_basin,Basin BA-035 and immediate neighbors,BA-035,919,919,5,1,2,1,2,0,C. Vells,1,Capital Philosophical Society,trajectory_analysis,Introduced confidence scoring system.,0.69,Basin depth measurement revised upward.,Survey terminated early due to funding constraints.,"LS-0011,LS-0035,LS-0015",Used improved instrumentation from Year 922.
LS-0361,Survey LS-0361,geodesic_trace,Geodesic paths through Central Grid,"BA-003,BA-026,BA-037,BA-045",923,923,4,0,3,5,8,1,Lorn Creeth,2,Western Archive,similarity_inference,Developed improved triangulation method.,0.53,Anomalous readings near Dens-correlated zone.,,"LS-0001,LS-0025",Used improved instrumentation from Year 924.
LS-0362,Survey LS-0362,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-034,BA-038,BA-048,BA-029,BA-020,BA-005,BA-041,BA-031,BA-021,BA-030,BA-009,BA-016,BA-025,BA-015,BA-028",929,929,15,3,4,6,15,0,Boundary Commission Lead,4,Independent Scholar,similarity_inference,Systematic grid approach adopted.,0.82,Confirmed 15 forms within Triad Basin.,Survey terminated early due to funding constraints.,,Standard survey protocol followed.
LS-0363,Survey LS-0363,curvature_grid,Curvature grid covering Ridge Network,"BA-015,BA-040,BA-026",923,923,0,0,0,0,95,0,T. Vells,6,Western Archive,form_triangulation,Pioneered rapid-survey methodology.,0.91,Confirmed 1 forms within Binary Basin.,Basin boundary disputed by independent researchers.,LS-0007,Part of multi-year mapping initiative.
LS-0364,Survey LS-0364,ridge_survey,Ridge system in Tension Territory,BA-003,925,925,0,0,10,0,19,1,Senate Survey Director,3,Densmok Evaluation Group,similarity_inference,,0.83,Anomalous readings near Dens-correlated zone.,,,Limited access to Ridge system in Tension Territory due to restrictions.
LS-0365,Survey LS-0365,form_catalog,Form census in Quintic Region,"BA-035,BA-004",925,925,30,4,0,0,0,0,T. Vells,5,Boundary Commission,parallel_transport,,0.72,No significant findings; survey confirmed previous work.,Team disagreement over form classifications.,,Training survey for new team members.
LS-0366,Western Boundary Survey Year 923,curvature_grid,Curvature grid covering Western Boundary,BA-028,923,923,0,0,0,0,43,1,C. Vells,3,Western Archive,form_triangulation,First use of parallel transport verification.,0.63,Basin depth measurement revised upward.,Results conflict with Year 919 survey.,"LS-0022,LS-0023,LS-0049",Funded by Senate special appropriation.
LS-0367,Survey LS-0367,ridge_survey,Ridge system in Northern Morphospace,BA-030,924,924,0,0,5,0,13,1,Morren Kast,2,Western Archive,similarity_inference,First use of parallel transport verification.,0.57,Ridge drift measured at 0.001 units per decade.,Team disagreement over form classifications.,,Standard survey protocol followed.
LS-0368,Survey LS-0368,curvature_grid,Curvature grid covering Dens Adjacent Zone,BA-005,920,920,0,0,0,0,35,0,Senate Survey Director,2,Boundary Commission,parallel_transport,Introduced confidence scoring system.,0.6,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Limited access to Curvature grid covering Dens Adjacent Zone due to restrictions.
LS-0369,Year 922 Curvature Survey,curvature_grid,Curvature grid covering Central Grid,"BA-037,BA-032",922,922,0,0,0,0,58,1,Senate Survey Director,4,Capital Philosophical Society,similarity_inference,First use of parallel transport verification.,0.73,Ridge drift measured at 0.003 units per decade.,,,Part of multi-year mapping initiative.
LS-0370,Survey LS-0370,comprehensive,"Full morphospace grid, focus on Central Grid","BA-038,BA-019,BA-039,BA-032,BA-009,BA-018,BA-047,BA-049,BA-015,BA-013,BA-043",919,919,13,4,7,5,17,0,Independent Scholar,3,Capital Philosophical Society,boundary_mapping,New saddle point detection technique.,0.99,Saddle point SP-039 position confirmed.,,,Part of multi-year mapping initiative.
LS-0371,Survey LS-0371,geodesic_trace,Geodesic paths through Tension Territory,"BA-048,BA-043",927,927,3,0,3,11,7,0,K. Strand,2,Capital Philosophical Society,similarity_inference,Developed improved triangulation method.,0.61,Curvature measurements consistent with hyperbolic geometry.,Methodology questioned by Densmok Evaluation Group.,,Survey conducted during favorable conditions.
LS-0372,Survey LS-0372,geodesic_trace,Geodesic paths through Binary Region,"BA-024,BA-007,BA-014,BA-032,BA-025",923,923,5,0,2,23,4,0,Boundary Commission Lead,5,Independent Scholar,similarity_inference,Introduced confidence scoring system.,0.77,Anomalous readings near Dens-correlated zone.,Survey terminated early due to funding constraints.,,Limited access to Geodesic paths through Binary Region due to restrictions.
LS-0373,Survey LS-0373,curvature_grid,Curvature grid covering Binary Region,"BA-044,BA-032,BA-030,BA-026,BA-019",925,925,0,0,0,0,28,0,Archive Survey Team,2,Boundary Commission,boundary_mapping,Systematic grid approach adopted.,0.58,Form stability higher than predicted in this region.,Basin boundary disputed by independent researchers.,,Follow-up to earlier inconclusive results.
LS-0374,Survey LS-0374,geodesic_trace,Geodesic paths through Binary Region,"BA-009,BA-044",925,925,4,0,0,32,5,0,K. Strand,6,Boundary Commission,similarity_inference,Systematic grid approach adopted.,0.95,Discovered 4 previously undocumented forms.,Curvature measurements inconsistent with theoretical predictions.,"LS-0003,LS-0023,LS-0033",Survey conducted during favorable conditions.
LS-0375,Survey LS-0375,anomaly_investigation,Anomaly investigation near Deep Attractor Zone,"BA-010,BA-037,BA-046,BA-019",930,930,0,0,0,2,15,0,Morren Kast,4,Densmok Evaluation Group,form_triangulation,Systematic grid approach adopted.,0.52,No significant findings; survey confirmed previous work.,Survey terminated early due to funding constraints.,,Limited access to Anomaly investigation near Deep Attractor Zone due to restrictions.
LS-0376,Survey LS-0376,anomaly_investigation,Anomaly investigation near Northern Morphospace,"BA-024,BA-003",924,924,1,0,1,0,12,1,Independent Scholar,3,Senate Survey,boundary_mapping,First use of parallel transport verification.,0.54,New geodesic path documented connecting Tension Basin to Breathing Hollow.,Basin boundary disputed by independent researchers.,,
LS-0377,Survey LS-0377,curvature_grid,Curvature grid covering Deep Attractor Zone,"BA-048,BA-008,BA-014",928,928,0,0,0,0,71,0,Morren Kast,4,Capital Philosophical Society,parallel_transport,First use of parallel transport verification.,0.79,"Identified new basin boundary at coordinates (0.47, 0.2).",Curvature measurements inconsistent with theoretical predictions.,,
LS-0378,Survey LS-0378,form_catalog,Form census in Northern Morphospace,BA-035,922,922,8,5,0,0,0,0,Lorn Creeth,1,Densmok Evaluation Group,trajectory_analysis,Developed improved triangulation method.,0.71,Ridge position differs from Year 930 survey by 0.02 units.,Results conflict with Year 925 survey.,LS-0022,Used improved instrumentation from Year 922.
LS-0379,Survey LS-0379,ridge_survey,Ridge system in Binary Region,"BA-007,BA-030",929,929,0,0,7,0,10,1,Senate Survey Director,2,Senate Survey,boundary_mapping,Pioneered rapid-survey methodology.,0.63,Ridge position differs from Year 926 survey by 0.04 units.,Curvature measurements inconsistent with theoretical predictions.,,Part of multi-year mapping initiative.
LS-0380,Survey LS-0380,targeted_basin,Basin BA-027 and immediate neighbors,BA-027,922,922,18,1,4,5,14,0,T. Vells,4,Independent Scholar,form_triangulation,Pioneered rapid-survey methodology.,0.7,Anomalous readings near Dens-correlated zone.,Survey terminated early due to funding constraints.,"LS-0017,LS-0028,LS-0010",Standard survey protocol followed.
LS-0381,Survey LS-0381,comprehensive,"Full morphospace grid, focus on Binary Region","BA-017,BA-018,BA-009,BA-024,BA-031,BA-035,BA-044,BA-008,BA-014",920,920,2,0,1,0,6,0,K. Strand,1,Western Archive,trajectory_analysis,,0.54,Confirmed 2 forms within Tension Basin.,Curvature measurements inconsistent with theoretical predictions.,,Survey conducted during favorable conditions.
LS-0382,Survey 0382,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-008,BA-016,BA-029,BA-006,BA-037,BA-009",921,921,8,2,3,3,11,0,Hern Tollis,2,Boundary Commission,similarity_inference,New saddle point detection technique.,0.73,Ridge drift measured at 0.004 units per decade.,Team disagreement over form classifications.,"LS-0023,LS-0043,LS-0002",Funded by Senate special appropriation.
LS-0383,Survey LS-0383,ridge_survey,Ridge system in Quintic Region,BA-024,920,920,0,0,25,0,51,0,K. Strand,8,Independent Scholar,form_triangulation,Developed improved triangulation method.,0.83,Basin depth measurement revised upward.,,,Follow-up to earlier inconclusive results.
LS-0384,Survey LS-0384,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-050,BA-013,BA-033,BA-032,BA-029,BA-030,BA-043,BA-016,BA-041,BA-048,BA-022,BA-006,BA-034,BA-031,BA-005",927,928,9,2,6,7,13,0,Boundary Commission Lead,2,Western Archive,trajectory_analysis,New saddle point detection technique.,0.84,Ridge position differs from Year 930 survey by 0.03 units.,Survey terminated early due to funding constraints.,,Training survey for new team members.
LS-0385,Survey LS-0385,form_catalog,Form census in Deep Attractor Zone,BA-013,920,920,37,2,0,0,0,1,Lorn Creeth,5,Boundary Commission,parallel_transport,Combined multiple measurement methods.,0.78,Confirmed 37 forms within Five-Body Basin.,Methodology questioned by Densmok Evaluation Group.,"LS-0006,LS-0005",Follow-up to earlier inconclusive results.
LS-0386,Survey LS-0386,geodesic_trace,Geodesic paths through Northern Morphospace,"BA-002,BA-034",922,922,5,0,3,6,10,0,Esseny Moll,2,Western Archive,trajectory_analysis,First use of parallel transport verification.,0.72,Curvature measurements consistent with hyperbolic geometry.,Curvature measurements inconsistent with theoretical predictions.,,Standard survey protocol followed.
LS-0387,Survey LS-0387,form_catalog,Form census in Western Boundary,"BA-028,BA-050,BA-024",929,929,27,4,0,0,0,0,Esseny Moll,2,Senate Survey,parallel_transport,First use of parallel transport verification.,0.79,Saddle point SP-039 position confirmed.,Basin boundary disputed by independent researchers.,,Follow-up to earlier inconclusive results.
LS-0388,Survey LS-0388,targeted_basin,Basin BA-033 and immediate neighbors,BA-033,921,921,7,1,2,5,4,0,Esseny Moll,1,Independent Scholar,form_triangulation,,0.69,"Identified new basin boundary at coordinates (0.48, 0.37).",,"LS-0032,LS-0011,LS-0034",Survey conducted during favorable conditions.
LS-0389,Survey LS-0389,form_catalog,Form census in Outer Reaches,"BA-026,BA-014",930,930,38,5,0,0,0,0,Archive Survey Team,3,Independent Scholar,similarity_inference,,0.86,Curvature measurements consistent with hyperbolic geometry.,Team disagreement over form classifications.,,Used improved instrumentation from Year 930.
LS-0390,Survey LS-0390,targeted_basin,Basin BA-029 and immediate neighbors,BA-029,932,932,18,1,4,0,14,0,Archive Survey Team,3,Independent Scholar,trajectory_analysis,Developed improved triangulation method.,0.81,"Identified new basin boundary at coordinates (0.33, -0.1).",Methodology questioned by Western Archive.,,Used improved instrumentation from Year 927.
LS-0391,Survey LS-0391,geodesic_trace,Geodesic paths through Northern Morphospace,BA-049,923,923,4,0,1,4,2,0,Hern Tollis,1,Densmok Evaluation Group,trajectory_analysis,Introduced confidence scoring system.,0.67,Ridge drift measured at 0.003 units per decade.,Survey terminated early due to funding constraints.,,
LS-0392,Survey LS-0392,comprehensive,"Full morphospace grid, focus on Ridge Network","BA-048,BA-032,BA-036,BA-017,BA-025",919,920,9,1,2,2,15,0,T. Vells,1,Senate Survey,parallel_transport,Combined multiple measurement methods.,0.63,"Identified new basin boundary at coordinates (0.44, 0.33).",,LS-0004,Used improved instrumentation from Year 924.
LS-0393,Quintic Region Survey Year 919,geodesic_trace,Geodesic paths through Outer Reaches,"BA-006,BA-042,BA-050,BA-036",919,919,3,0,3,2,9,0,Esseny Moll,1,Capital Philosophical Society,parallel_transport,,0.53,New geodesic path documented connecting Binary Basin to Septenary Basin.,,,Part of multi-year mapping initiative.
LS-0394,Year 919 Curvature Survey,curvature_grid,Curvature grid covering Outer Reaches,"BA-025,BA-004,BA-006",919,920,0,0,0,0,118,0,Lorn Creeth,4,Senate Survey,historical_reconstruction,,0.93,Curvature measurements consistent with hyperbolic geometry.,,,Funded by Senate special appropriation.
LS-0395,Survey 0395,targeted_basin,Basin BA-008 and immediate neighbors,BA-008,928,928,19,1,4,0,6,1,Archive Survey Team,3,Western Archive,historical_reconstruction,,0.71,Confirmed 19 forms within Binary Basin.,Survey terminated early due to funding constraints.,,Part of multi-year mapping initiative.
LS-0396,Survey LS-0396,curvature_grid,Curvature grid covering Outer Reaches,"BA-015,BA-019,BA-029,BA-033",931,932,0,0,0,0,126,2,K. Strand,4,Senate Survey,historical_reconstruction,Systematic grid approach adopted.,0.82,Ridge position differs from Year 924 survey by 0.07 units.,Basin boundary disputed by independent researchers.,,Independent verification of Archive results.
LS-0397,Survey LS-0397,targeted_basin,Basin BA-009 and immediate neighbors,BA-009,920,920,40,1,3,4,33,0,Senate Survey Director,10,Boundary Commission,parallel_transport,First use of parallel transport verification.,0.81,Confirmed 40 forms within Septenary Basin.,,,Standard survey protocol followed.
LS-0398,Survey LS-0398,targeted_basin,Binary Basin and immediate neighbors,BA-002,921,921,34,1,3,3,11,0,Independent Scholar,5,Densmok Evaluation Group,historical_reconstruction,Systematic grid approach adopted.,0.82,New geodesic path documented connecting Tension Basin to Five-Body Basin.,Results conflict with Year 921 survey.,,Survey conducted during favorable conditions.
LS-0399,Survey LS-0399,curvature_grid,Curvature grid covering Binary Region,"BA-036,BA-006",922,922,0,0,0,0,27,0,Vanis Trem,3,Boundary Commission,trajectory_analysis,Systematic grid approach adopted.,0.73,Basin depth measurement revised upward.,Basin boundary disputed by independent researchers.,,Survey conducted during favorable conditions.
LS-0400,Survey LS-0400,ridge_survey,Ridge system in Deep Attractor Zone,BA-047,925,925,0,0,9,0,25,0,Hern Tollis,4,Capital Philosophical Society,trajectory_analysis,Pioneered rapid-survey methodology.,0.83,Ridge drift measured at 0.001 units per decade.,Basin boundary disputed by independent researchers.,,Follow-up to earlier inconclusive results.
LS-0401,Southern Morphospace Survey,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-020,BA-003",926,926,0,0,0,9,2,0,Esseny Moll,2,Densmok Evaluation Group,similarity_inference,Systematic grid approach adopted.,0.66,No significant findings; survey confirmed previous work.,Survey terminated early due to funding constraints.,,Used improved instrumentation from Year 924.
LS-0402,Deep Attractor Zone Survey Year 930,anomaly_investigation,Anomaly investigation near Quintic Region,"BA-011,BA-024,BA-039",930,930,1,1,0,2,12,2,T. Vells,2,Densmok Evaluation Group,parallel_transport,New saddle point detection technique.,0.77,Basin depth measurement revised upward.,,,Training survey for new team members.
LS-0403,Western Boundary Survey Year 932,ridge_survey,Ridge system in Deep Attractor Zone,"BA-042,BA-048",932,932,0,0,9,0,29,0,T. Vells,3,Densmok Evaluation Group,similarity_inference,,0.86,Saddle point SP-072 position confirmed.,,,Standard survey protocol followed.
LS-0404,Survey LS-0404,form_catalog,Form census in Western Boundary,"BA-039,BA-021,BA-032,BA-011,BA-029",927,927,29,3,0,0,0,0,Morren Kast,5,Densmok Evaluation Group,form_triangulation,First use of parallel transport verification.,0.66,Anomalous readings near Dens-correlated zone.,,,Follow-up to earlier inconclusive results.
LS-0405,Survey LS-0405,form_catalog,Form census in Western Boundary,"BA-002,BA-046",923,923,34,4,0,0,0,0,Lorn Creeth,4,Boundary Commission,boundary_mapping,,0.73,Discovered 34 previously undocumented forms.,,LS-0010,Used improved instrumentation from Year 926.
LS-0406,Survey LS-0406,geodesic_trace,Geodesic paths through Quintic Region,"BA-045,BA-016,BA-044",921,921,2,0,3,9,9,0,C. Vells,2,Densmok Evaluation Group,boundary_mapping,,0.61,No significant findings; survey confirmed previous work.,Curvature measurements inconsistent with theoretical predictions.,"LS-0049,LS-0012",Follow-up to earlier inconclusive results.
LS-0407,Survey 0407,anomaly_investigation,Anomaly investigation near Tension Territory,"BA-004,BA-002,BA-015,BA-028,BA-019",924,924,0,1,1,1,12,0,C. Vells,2,Western Archive,historical_reconstruction,First use of parallel transport verification.,0.54,Anomalous readings near Dens-correlated zone.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0408,Geodesic Trace Project 926,geodesic_trace,Geodesic paths through Outer Reaches,"BA-012,BA-010",926,927,0,0,1,11,8,0,K. Strand,1,Western Archive,boundary_mapping,,0.72,Basin depth measurement revised upward.,,,
LS-0409,Survey LS-0409,geodesic_trace,Geodesic paths through Dens Adjacent Zone,"BA-034,BA-013",923,923,3,0,1,35,7,0,Hern Tollis,6,Boundary Commission,historical_reconstruction,,0.98,Saddle point SP-072 position confirmed.,Survey terminated early due to funding constraints.,,Limited access to Geodesic paths through Dens Adjacent Zone due to restrictions.
LS-0410,Survey LS-0410,curvature_grid,Curvature grid covering Dens Adjacent Zone,"BA-042,BA-039,BA-041",923,923,0,0,0,0,78,0,Esseny Moll,4,Densmok Evaluation Group,historical_reconstruction,Pioneered rapid-survey methodology.,0.91,Ridge drift measured at 0.002 units per decade.,Curvature measurements inconsistent with theoretical predictions.,,
LS-0411,Survey LS-0411,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-011,BA-034,BA-042",928,929,2,0,1,44,6,0,T. Vells,4,Senate Survey,boundary_mapping,New saddle point detection technique.,0.82,Discovered 2 previously undocumented forms.,Methodology questioned by Senate Survey.,,Survey conducted during favorable conditions.
LS-0412,Survey LS-0412,curvature_grid,Curvature grid covering Dens Adjacent Zone,BA-012,923,923,0,0,0,0,35,1,Vanis Trem,3,Western Archive,boundary_mapping,First use of parallel transport verification.,0.75,Discovered 1 previously undocumented forms.,Methodology questioned by Western Archive.,,Limited access to Curvature grid covering Dens Adjacent Zone due to restrictions.
LS-0413,Survey LS-0413,curvature_grid,Curvature grid covering Dens Adjacent Zone,"BA-045,BA-013,BA-034",918,918,0,0,0,0,8,0,Morren Kast,1,Senate Survey,similarity_inference,,0.49,Curvature measurements consistent with hyperbolic geometry.,Survey terminated early due to funding constraints.,,Standard survey protocol followed.
LS-0414,Survey LS-0414,anomaly_investigation,Anomaly investigation near Central Grid,"BA-005,BA-032",922,922,1,0,2,1,9,0,Vanis Trem,4,Boundary Commission,trajectory_analysis,Systematic grid approach adopted.,0.58,Ridge drift measured at 0.002 units per decade.,Survey terminated early due to funding constraints.,,Training survey for new team members.
LS-0415,Quintic Region Survey Year 918,form_catalog,Form census in Deep Attractor Zone,"BA-049,BA-013,BA-017,BA-021,BA-014",918,919,15,2,0,0,0,1,C. Vells,1,Western Archive,boundary_mapping,,0.59,Form stability higher than predicted in this region.,,"LS-0031,LS-0013",Used improved instrumentation from Year 920.
LS-0416,Survey LS-0416,targeted_basin,Basin BA-048 and immediate neighbors,BA-048,922,922,10,1,2,3,7,0,Senate Survey Director,2,Capital Philosophical Society,form_triangulation,New saddle point detection technique.,0.59,Ridge position differs from Year 930 survey by 0.09 units.,Curvature measurements inconsistent with theoretical predictions.,,Limited access to Basin BA-048 and immediate neighbors due to restrictions.
LS-0417,Survey LS-0417,anomaly_investigation,Anomaly investigation near Ridge Network,"BA-043,BA-005,BA-034,BA-040",920,920,1,0,0,0,6,1,K. Strand,1,Densmok Evaluation Group,trajectory_analysis,Introduced confidence scoring system.,0.59,Ridge position differs from Year 928 survey by 0.04 units.,,,Independent verification of Archive results.
LS-0418,Survey LS-0418,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-009,BA-020,BA-011,BA-015,BA-045",925,925,5,0,0,15,1,1,Lorn Creeth,3,Senate Survey,trajectory_analysis,Combined multiple measurement methods.,0.57,Confirmed 5 forms within Breathing Hollow.,Methodology questioned by Western Archive.,LS-0026,
LS-0419,Survey LS-0419,targeted_basin,Basin BA-036 and immediate neighbors,BA-036,918,918,4,1,2,1,2,0,Morren Kast,1,Boundary Commission,form_triangulation,Developed improved triangulation method.,0.54,"Identified new basin boundary at coordinates (-0.23, 0.21).",Results conflict with Year 927 survey.,,Limited access to Basin BA-036 and immediate neighbors due to restrictions.
